Time,m12.0,m13.0,m14.0,m15.0,m16.0,m17.0,m21.0,m22.0,m24.0,m25.0,m26.0,m27.0,m28.0,m29.0,m30.0
909.594,-6.203257245238606e-14,-3.966092568179512e-14,-2.285941519728677e-13,3.9707380087442423e-14,-4.3598705668011914e-13,-9.787308316743389e-13,-7.990175332468636e-14,-8.341491078411152e-14,4.3875627510284253e-14,-1.5248954417077182e-14,-2.8596144665343985e-13,-3.5263505331220805e-13,-5.663015454234186e-12,-3.1975867872656e-13,-2.3658886791997823e-13
915.0,-8.947415331941602e-14,6.263688365443011e-14,-1.3231991597465934e-13,1.0330361023981145e-12,-2.2379117884474404e-13,1.0601390882852358e-12,-3.4936312128492247e-13,-7.125402052591015e-14,1.5994136536824273e-11,1.217467013998517e-10,1.0363475781270592e-09,2.0054742476362667e-09,7.305505990276253e-09,1.95454543436891e-09,2.4369648219386134e-09
920.406,1.5961308426581356e-10,3.6764493469299067e-10,1.4121639543200236e-09,2.244816364824709e-09,4.9288404698990625e-11,1.5699009008244817e-11,-1.0688244892451593e-12,-9.093130267707982e-15,4.919943974461382e-10,2.50774865175412e-09,1.539635111770077e-08,2.2395481130325843e-08,7.120567499600674e-08,1.4894550627416547e-08,1.4996966232745147e-08
925.297,3.6561539895837354e-10,7.826470136026213e-10,2.8121605834891442e-09,4.204819376437883e-09,8.529943874236702e-11,2.1034176003901925e-11,-1.1883371697286063e-12,3.2861903815322723e-14,6.979946335000514e-10,3.467750416308824e-09,2.1096354320078692e-08,3.00954873573393e-08,9.440582790148728e-08,1.959455532575099e-08,1.949696750915187e-08
929.594,4.2461743253717755e-10,9.026488400337567e-10,3.23215762203744e-09,4.804822022297995e-09,9.930913272813444e-11,2.5065072053858695e-11,-1.267909033976689e-12,3.4579503785632215e-14,7.609948408857936e-10,3.7577519665626705e-09,2.2896357133535634e-08,3.259549282809718e-08,1.007059622369708e-07,2.109455945348419e-08,2.079696863054212e-08
933.875,4.4261945854389385e-10,9.416506596641245e-10,3.3621546716127833e-09,4.994824658306174e-09,1.0331879061807398e-10,2.879585306150704e-11,-1.29748249240025e-12,4.629070822428585e-14,7.839950474993292e-10,3.877753511044103e-09,2.3596359936516595e-08,3.359549827848455e-08,1.0470609607225238e-07,2.1994563565847664e-08,2.1796969747756838e-08
938.297,4.48621551279633e-10,9.386525392262563e-10,3.3421516240122626e-09,4.894827381134524e-09,1.0132876660249649e-10,2.3127647879498397e-11,-6.870419021524073e-13,8.805827328565621e-14,6.129952609179357e-10,2.9577551063949313e-09,1.749636283181718e-08,2.4395503908387123e-08,7.450623431556355e-08,1.5094567813656886e-08,1.4596970901768397e-08
942.734,2.1962365111420441e-10,4.556544251641078e-10,1.5921485660738838e-09,2.2948301131990618e-09,5.02387764267576e-11,1.63595505496539e-11,-1.7659981736505406e-13,1.198318341579542e-13,2.5799547506048577e-10,1.2277567071573973e-09,7.116365736939e-09,9.935509557387059e-09,2.990637302781405e-08,6.034572075875229e-09,5.816972059694515e-09
947.094,8.302571450810373e-11,1.6865627837326538e-10,5.961455612031757e-10,8.608327978511659e-10,2.1748612539847173e-11,1.3190899578700097e-11,-1.2616540454718977e-13,2.1574616534158348e-14,9.299568548679156e-11,4.4675828014012223e-10,2.586368591645139e-09,3.5755151083538667e-09,1.0806509332842703e-08,2.1845762641267456e-09,2.1069731975259028e-09
951.594,3.072784415777047e-11,6.065819108913905e-11,2.1514245984579347e-10,3.108355687076953e-10,1.0358764491430446e-11,9.023255227945034e-12,-1.1571704269389144e-13,3.37335981235058e-15,3.2995902669905327e-11,1.6175990363146696e-10,9.343715380161541e-10,1.2855208375627284e-09,3.866650014638335e-09,7.965805868634019e-10,7.659743718931615e-10
956.125,1.0729988478357137e-11,2.2060116981499836e-11,7.683933712350487e-11,1.1283835865234752e-10,5.568986378680185e-12,7.055833771662542e-12,6.473440787439793e-14,1.5184494433125888e-14,1.1296121349169421e-11,5.6661538306863164e-11,3.3037450468439175e-10,4.57526606239473e-10,1.3667916655752262e-09,2.8058493937891103e-10,2.7297555435050577e-10
960.844,3.5222217709743173e-12,7.56212278287935e-12,2.8236084833396748e-11,4.0141264357228025e-11,3.8796323919071766e-12,6.7897640625040574e-12,5.520459000455813e-14,1.170707765508575e-13,4.566349101861379e-12,1.9663240808119992e-11,1.183775944454629e-10,1.6053261426983243e-10,4.969391938849125e-10,9.958947248875161e-11,9.377678587030443e-11
965.719,1.8145288914466133e-12,3.3741948917424823e-12,1.1032725029566048e-11,1.4544266118468222e-11,2.490630339455725e-12,5.024816015852736e-12,1.256903153456332e-13,8.901941510223228e-14,1.7265843835679463e-12,5.624999590410102e-12,4.2480786347395934e-11,5.863882091276569e-11,1.870915991635144e-10,3.559415545346296e-11,3.3878058101501375e-11
970.687,9.668800246786892e-13,1.4163065300670052e-12,4.029301131016121e-12,5.547325144076697e-12,2.1018380940036603e-12,5.160536652619134e-12,1.6618530683167522e-13,7.100522768135663e-14,7.168241537255316e-13,3.0967919248546724e-12,1.60840391409966e-11,2.2145145959348776e-11,7.724691186589256e-11,1.3698927754731869e-11,1.277935460295501e-11
975.797,5.992983601891368e-13,7.48478525203541e-13,1.9257793674110225e-12,4.070471605602323e-12,1.7133661990237793e-12,3.697278289872821e-12,6.694446625088549e-15,-4.695219939607371e-14,3.2707077721692864e-13,1.3786354894705636e-12,6.687384908971516e-12,9.651651794300368e-12,3.8406663860488454e-11,5.703836462357498e-12,6.210688162219922e-12
981.062,2.917900502992172e-13,2.9071640277572464e-13,8.221507792738727e-13,1.8137135077417412e-12,1.3252439823762106e-12,3.435134399489396e-12,3.7219029993449e-14,-4.847669760588518e-15,1.5732488146002165e-13,7.605349743438836e-13,4.210832163059178e-12,4.6183549686683e-12,2.35712615613784e-11,3.778894064245744e-12,3.2820621719126327e-12
986.391,1.9431202876011281e-13,1.9298148341811157e-13,6.184780829428416e-13,1.266994817618466e-12,1.2372661490400478e-12,2.77345067833968e-12,-1.0225000993627678e-13,3.728244200151953e-14,7.758207452962114e-14,4.3245754887188453e-13,2.6043213210901647e-12,3.4451396251178165e-12,1.77378600700284e-11,2.1640131450553296e-12,1.9734528837174685e-12
991.734,3.2684063279774904e-13,1.8525251473210536e-13,4.1479573794440094e-13,1.0002847479377266e-12,8.493198995532552e-13,2.2118676192098256e-12,8.28234503754134e-15,7.941814985382634e-14,6.783994328001885e-14,3.643851742618466e-13,1.8278196456087534e-12,2.4619421057726814e-12,1.190489625537595e-11,1.489145674378956e-12,1.514847249109331e-12
997.156,6.940662401842366e-14,2.6755712483588106e-13,1.1105894689413626e-13,6.936233221827254e-13,4.615518732164815e-13,1.9508525814778216e-12,-4.1177428747216386e-14,2.1585435643684227e-14,8.810162480063668e-14,3.463413009443049e-13,1.551369695307385e-12,1.9288451658720036e-12,1.1074402187802351e-11,1.3443540917461107e-12,1.066262231170847e-12
1002.56,1.2196409664043175e-13,9.985408407616309e-14,2.0733456127340494e-13,6.869508130016068e-13,2.737432390733741e-13,2.1897081211488536e-12,9.36100402061279e-15,-1.6254473539571244e-14,7.83624375887986e-14,1.382909336613843e-13,1.2349079595219568e-12,1.6657253091358788e-12,8.243345393046268e-12,1.1495452181666397e-12,8.876725157633275e-13
1007.97,2.6452440879532854e-13,2.2215359360427613e-13,4.0360604050949417e-13,4.0028199829586125e-13,5.859481408657128e-13,1.2286068016855377e-12,5.990003460424606e-14,6.590801560154454e-14,4.862353995444589e-14,1.302427310335899e-13,9.38450152231215e-13,1.1426130913449038e-12,7.412476174017641e-12,8.747421082360435e-13,7.890843661788201e-13
1013.37,-3.292001160458974e-14,1.7444885265266934e-13,-1.155883491211753e-16,4.936070261311609e-13,2.981304827656418e-13,8.67433580779461e-13,-3.9561931171794667e-14,1.806650753537561e-14,2.8884159690951745e-14,1.2219092064725206e-13,7.619857974493281e-13,1.0794881419786798e-12,6.581294328776559e-12,6.299293922239885e-13,5.104936068892935e-13
1018.78,2.964030055030738e-14,-1.32516378192169e-14,3.96155890886968e-13,3.4693821142541515e-13,1.1033538455797895e-13,1.40633226131614e-12,-3.902290058816139e-14,-3.977100332350842e-14,2.91452620565987e-14,1.741427180194578e-13,5.755279901585865e-13,7.463759241877046e-13,4.750425109747935e-12,4.1512628229339236e-13,4.01905457304786e-13
1024.2,2.3220534526001964e-13,3.9052122188615385e-14,-4.0757952178223783e-13,4.402755541786237e-13,5.225628462427225e-13,1.0453028432955913e-12,-6.848287364485295e-14,-3.760451697510764e-14,5.940684705138773e-14,-3.9018768497926266e-15,3.890767303589897e-13,6.332764379719763e-13,4.919868516931863e-12,4.2033277844425494e-13,4.533199174252982e-13
1029.61,1.2476565741491648e-13,4.135163171672813e-14,-1.1130804254615023e-13,2.0360673947287818e-13,5.347677480350596e-13,2.842015238322722e-13,2.205615693878014e-14,5.4557972166007493e-14,5.966794941703509e-14,1.0804992052241287e-13,3.726189230682472e-13,5.501642201810002e-13,4.0889992979032874e-12,3.755296685136591e-13,3.347317678407905e-13
1035.02,-3.267403043018667e-14,5.365114124484104e-14,-1.1503656331005773e-13,2.0693792476713244e-13,3.4697264982739673e-13,1.0231002043689738e-12,-1.2740481247758655e-13,3.67204613071237e-14,6.99290517826822e-14,7.000171789461839e-14,2.561611157775055e-13,3.4705200239002465e-13,2.2581300788746637e-12,2.9072655858306347e-13,3.614361825628319e-14
1040.42,4.988154916989545e-14,1.5594640029323502e-13,8.124180783132356e-14,1.6026295260243224e-13,-2.4084500827267255e-13,4.619269834628874e-13,-4.6866778253627635e-14,3.887895324095436e-14,4.01896715191879e-14,7.194990750828031e-14,1.0969676099561896e-13,3.5392705302380094e-13,1.4269482336335816e-12,2.059138425710086e-13,1.2755285896675681e-13
1045.83,-2.3755813867520735e-13,9.824590982134762e-14,-2.248671293258553e-14,2.6359413789668647e-13,-2.2864010648033545e-13,7.008256639995648e-13,-2.632774766999404e-14,8.10414423820699e-14,1.0450773884835189e-14,8.390170488048623e-14,1.2323895370487733e-13,2.3081483523282504e-13,3.596079014604944e-12,2.911107326404116e-13,1.1896470938224926e-13
1051.23,6.499744092487424e-14,2.0541168869741966e-14,-2.6208341791200968e-14,-1.0308083426801398e-13,-1.1645776458040328e-13,3.965244309348005e-14,6.421028655396584e-14,-2.6800065684098767e-14,-3.928860637865943e-14,3.584989449414815e-14,6.77459892299086e-15,8.768988586660136e-14,7.648971693638172e-13,1.8629801662835725e-13,9.037395009272219e-14
1056.66,-5.2432781810599244e-14,-5.715082064270666e-14,-2.995064636569904e-14,2.402626659441498e-13,2.9579225699674677e-13,-9.213050734842947e-13,3.475130985694749e-14,2.5370417871586657e-14,-9.026538754728818e-15,7.808907383441527e-15,-2.9670113385461584e-14,3.460313122612229e-14,-6.534679723979694e-14,-1.3848588113932056e-13,-2.820898008174628e-14
1062.06,5.0122797789483197e-14,4.514443840568652e-14,-3.3672275224314477e-14,-4.6412306220550997e-14,1.079745988966774e-13,5.175217056096184e-13,-1.0471065591909387e-13,2.7528909805417314e-14,1.2340809817767092e-15,-2.4290300289671806e-16,7.386553183265182e-14,-7.852181814010171e-14,1.0347135751911754e-13,1.6701402848624358e-14,-5.679973937127295e-14
1067.47,-5.731689005561996e-14,-2.556052066199915e-15,6.259920401177316e-14,-8.308112092629657e-14,-2.798204993109854e-13,3.5642038614630886e-13,1.5828374664539705e-14,-3.0308601053467116e-14,4.1495183347424304e-14,-3.829110563069079e-14,-5.259227545809002e-14,-3.163403593107733e-14,-7.273978615095097e-13,-5.810170708197194e-14,4.612111044219804e-15
1072.87,4.523868954446167e-14,2.973920698219376e-14,-2.411224248468406e-13,1.402439069090035e-13,3.236184258894349e-14,1.9524716524022236e-13,-8.363359111150021e-14,2.1849890880363933e-14,-3.824419691607039e-14,1.3657083982971115e-14,3.094336976002347e-14,-2.4758985297301038e-14,-1.5585797067505917e-12,-1.3291442309402745e-13,-1.139786482453075e-13
1078.28,-1.8220099830064098e-13,-6.796128348969266e-14,-1.4485094561075296e-13,5.3575092203257936e-14,2.4456674438128055e-13,-4.658541542230854e-13,4.6905439472132715e-14,-1.5987619978520178e-14,-3.798309455042303e-14,-2.439111864482336e-14,-1.9551443753071835e-13,-1.0787120308827711e-13,-3.8944892577922585e-13,6.228246697537651e-14,-1.2256679782981464e-13
1083.7,-1.8963595359092965e-13,1.8434247651813958e-13,-2.4858635827995734e-13,5.691243495646586e-14,-4.3205793933974147e-14,-2.6883572243634297e-14,-2.2554533584559487e-14,4.617886636987994e-14,2.27849044436575e-15,-6.243571351407358e-14,8.034302669684609e-15,-2.209706893040046e-13,-2.2200055185952914e-12,-1.225110368737599e-13,-1.511523377093025e-13
1089.11,4.2924358563966954e-14,-2.2335801395374775e-13,1.4768512095613508e-13,-3.6975637974928027e-13,-3.310008921416386e-13,-8.798489170695193e-14,-9.201550300092652e-14,5.834135551099582e-14,-1.7460407189986804e-14,1.9516083858131835e-14,-2.184235046210576e-13,4.591709290501926e-14,-1.0508747376238738e-12,-5.273141468043558e-13,-1.497404872938099e-13
