0,747.187,0.0,0.0,1.0,SolvedMolecules 
0,747.187,0.0,1.0,1.0,SolvedMolecules 
0,747.187,1.0,1.0,1.0,SolvedMolecules 
1,751.547,0.0,0.0,1.0,SolvedMolecules 
1,751.547,0.0,1.0,1.0,SolvedMolecules 
1,751.547,1.0,1.0,1.0,SolvedMolecules 
2,756.016,0.0,0.0,1.0,SolvedMolecules 
2,756.016,0.0,1.0,1.0,SolvedMolecules 
2,756.016,1.0,1.0,1.0,SolvedMolecules 
3,760.625,0.0,0.0,1.0,SolvedMolecules 
3,760.625,0.0,1.0,1.0,SolvedMolecules 
3,760.625,1.0,1.0,1.0,SolvedMolecules 
4,765.266,0.0,0.0,1.0,SolvedMolecules 
4,765.266,0.0,1.0,1.0,SolvedMolecules 
4,765.266,1.0,1.0,1.0,SolvedMolecules 
5,770.078,0.0,0.0,1.0,SolvedMolecules 
5,770.078,0.0,1.0,1.0,SolvedMolecules 
5,770.078,1.0,1.0,1.0,SolvedMolecules 
6,775.078,0.0,0.0,1.0,SolvedMolecules 
6,775.078,0.0,1.0,1.0,SolvedMolecules 
6,775.078,1.0,1.0,1.0,SolvedMolecules 
7,780.25,0.0,0.0,1.0,SolvedMolecules 
7,780.25,0.0,1.0,1.0,SolvedMolecules 
7,780.25,1.0,1.0,1.0,SolvedMolecules 
8,785.375,0.0,0.0,1.0,SolvedMolecules 
8,785.375,0.0,1.0,1.0,SolvedMolecules 
8,785.375,1.0,1.0,1.0,SolvedMolecules 
9,790.609,0.0,0.0,1.0,SolvedMolecules 
9,790.609,0.0,1.0,1.0,SolvedMolecules 
9,790.609,1.0,1.0,1.0,SolvedMolecules 
10,796.031,0.0,0.0,1.0,SolvedMolecules 
10,796.031,0.0,1.0,1.0,SolvedMolecules 
10,796.031,1.0,1.0,1.0,SolvedMolecules 
11,801.437,0.0,0.0,1.0,SolvedMolecules 
11,801.437,0.0,1.0,1.0,SolvedMolecules 
11,801.437,1.0,1.0,1.0,SolvedMolecules 
12,806.844,0.0,0.0,1.0,SolvedMolecules 
12,806.844,0.0,1.0,1.0,SolvedMolecules 
12,806.844,1.0,1.0,1.0,SolvedMolecules 
13,812.25,0.0,0.0,1.0,SolvedMolecules 
13,812.25,0.0,1.0,1.0,SolvedMolecules 
13,812.25,1.0,1.0,1.0,SolvedMolecules 
14,817.656,0.0,0.0,1.0,SolvedMolecules 
14,817.656,0.0,1.0,1.0,SolvedMolecules 
14,817.656,1.0,1.0,1.0,SolvedMolecules 
15,823.062,0.0,0.0,1.0,SolvedMolecules 
15,823.062,0.0,1.0,1.0,SolvedMolecules 
15,823.062,1.0,1.0,1.0,SolvedMolecules 
16,828.484,0.0,0.0,1.0,SolvedMolecules 
16,828.484,0.0,1.0,1.0,SolvedMolecules 
16,828.484,1.0,1.0,1.0,SolvedMolecules 
17,833.891,0.0,0.0,1.0,SolvedMolecules 
17,833.891,0.0,1.0,1.0,SolvedMolecules 
17,833.891,1.0,1.0,1.0,SolvedMolecules 
18,839.297,0.0,0.0,1.0,SolvedMolecules 
18,839.297,0.0,1.0,1.0,SolvedMolecules 
18,839.297,1.0,1.0,1.0,SolvedMolecules 
19,844.703,0.0,0.0,1.0,SolvedMolecules 
19,844.703,0.0,1.0,1.0,SolvedMolecules 
19,844.703,1.0,1.0,1.0,SolvedMolecules 
20,850.109,0.0,0.0,1.0,SolvedMolecules 
20,850.109,0.0,1.0,1.0,SolvedMolecules 
20,850.109,1.0,1.0,1.0,SolvedMolecules 
21,855.531,0.0,0.0,1.0,SolvedMolecules 
21,855.531,0.0,1.0,1.0,SolvedMolecules 
21,855.531,1.0,1.0,1.0,SolvedMolecules 
22,860.937,0.0,0.0,1.0,SolvedMolecules 
22,860.937,0.0,1.0,1.0,SolvedMolecules 
22,860.937,1.0,1.0,1.0,SolvedMolecules 
23,866.328,0.0,0.0,1.0,SolvedMolecules 
23,866.328,0.0,1.0,1.0,SolvedMolecules 
23,866.328,1.0,1.0,1.0,SolvedMolecules 
24,871.734,0.0,0.0,1.0,SolvedMolecules 
24,871.734,0.0,1.0,1.0,SolvedMolecules 
24,871.734,1.0,1.0,1.0,SolvedMolecules 
25,877.156,0.0,0.0,1.0,SolvedMolecules 
25,877.156,0.0,1.0,1.0,SolvedMolecules 
25,877.156,1.0,1.0,1.0,SolvedMolecules 
26,882.562,0.0,0.0,1.0,SolvedMolecules 
26,882.562,0.0,1.0,1.0,SolvedMolecules 
26,882.562,1.0,1.0,1.0,SolvedMolecules 
27,887.969,0.0,0.0,1.0,SolvedMolecules 
27,887.969,0.0,1.0,1.0,SolvedMolecules 
27,887.969,1.0,1.0,1.0,SolvedMolecules 
28,893.375,0.0,0.0,1.0,SolvedMolecules 
28,893.375,0.0,1.0,1.0,SolvedMolecules 
28,893.375,1.0,1.0,1.0,SolvedMolecules 
29,898.781,0.0,0.0,1.0,SolvedMolecules 
29,898.781,0.0,1.0,1.0,SolvedMolecules 
29,898.781,1.0,1.0,1.0,SolvedMolecules 
30,904.187,0.0,0.0,1.0,SolvedMolecules 
30,904.187,0.0,1.0,1.0,SolvedMolecules 
30,904.187,1.0,1.0,1.0,SolvedMolecules 
31,909.594,0.0,0.0,1.0,SolvedMolecules 
31,909.594,0.0,1.0,1.0,SolvedMolecules 
31,909.594,1.0,1.0,1.0,SolvedMolecules 
32,915.0,0.0,0.0,1.0,SolvedMolecules 
32,915.0,0.0,1.0,1.0,SolvedMolecules 
32,915.0,1.0,1.0,1.0,SolvedMolecules 
33,920.406,0.0,0.0,1.0,SolvedMolecules 
33,920.406,0.0,1.0,1.0,SolvedMolecules 
33,920.406,1.0,1.0,1.0,SolvedMolecules 
34,925.297,0.0,0.0,1.0,SolvedMolecules 
34,925.297,0.0,1.0,1.0,SolvedMolecules 
34,925.297,1.0,1.0,1.0,SolvedMolecules 
35,929.594,0.0,0.0,1.0,SolvedMolecules 
35,929.594,0.0,1.0,1.0,SolvedMolecules 
35,929.594,1.0,1.0,1.0,SolvedMolecules 
