Time	Acetylene Concentration Relative to CO	Ethylene Concentration Relative to CO	Ethane Concentration Relative to CO
747.187	3.346194184720556e-10	8.036979319382612e-10	8.180745157208317e-10
751.547	2.380551448682782e-09	7.366307857715292e-09	7.624396383631432e-09
756.016	2.609687456837115e-09	8.04697126166623e-09	8.27259618441328e-09
760.625	9.436516600906217e-10	2.9005114550434683e-09	2.9661331769024395e-09
765.266	3.4233996225280624e-10	1.0550985414200114e-09	1.0889358224668362e-09
770.078	1.233619219821585e-10	3.817456996890031e-10	3.9866015067363133e-10
775.078	4.3852219662705025e-11	1.3632271766358632e-10	1.4037399135058818e-10
780.25	1.6369584572614596e-11	4.9487850145346014e-11	5.0983289336433736e-11
785.375	4.589115531015139e-12	1.4528854232034257e-11	1.5954614825799584e-11
790.609	1.5263230422406497e-12	4.2370166749102216e-12	2.746617835613135e-12
796.031	1.1051519030755053e-12	2.9701436401370916e-12	2.462130673761213e-12
801.437	5.997206138708585e-13	1.8265571000784713e-12	1.94994601515052e-12
806.844	5.710540028825626e-13	1.4079573320204859e-12	1.156456126936243e-12
812.25	5.463461872590243e-13	1.4672338330766654e-12	1.3199976446041067e-12
817.656	4.642072782995534e-13	1.2921497304683755e-12	1.5867661526170273e-12
823.062	4.624375048173021e-13	1.0897424422839974e-12	1.2047303727564274e-12
828.484	4.311369325695278e-13	1.0606907890342012e-12	1.1557539011842424e-12
833.891	4.31460724606941e-13	1.5634951678314826e-12	2.083837567674606e-12
839.297	4.610261479377964e-13	1.5608881550187824e-12	2.022428416239365e-12
844.703	4.464735902440423e-13	1.2007512239382784e-12	1.3852103239189796e-12
850.109	4.1826694651124435e-13	1.2421315568899599e-12	1.5331979911883669e-12
855.531	4.0185308111603174e-13	9.89302169864289e-13	1.0215124792500216e-12
860.937	4.083564608135924e-13	1.0835339646263003e-12	1.2022684289137937e-12
866.328	4.14464478872057e-13	9.50913725998336e-13	9.64202032035452e-13
871.734	4.059539453021205e-13	9.321079163209366e-13	9.415507209650653e-13
877.156	4.0204749313710835e-13	9.612241869847838e-13	9.046525693846743e-13
882.562	4.608111909413847e-13	1.4606076978028714e-12	1.6329101854137423e-12
887.969	4.440803751184148e-13	1.4413186438932765e-12	1.8040590242406308e-12
893.375	4.065223131822079e-13	1.1566648972266571e-12	1.4033458242428081e-12
898.781	3.8339557800480697e-13	1.0769528410052257e-12	1.288577328296087e-12
904.187	4.099786619266332e-13	1.1203371693722361e-12	1.214852332607942e-12
909.594	1.5885809145643932e-09	6.695659078818461e-09	8.415533905933836e-09
915.0	1.598647785391768e-08	4.971631293239408e-08	5.145234358425647e-08
920.406	7.74102033021578e-09	2.433564886975056e-08	2.5482379663941857e-08
925.297	8.702527062951325e-09	2.7405841043454454e-08	2.886592085453034e-08
929.594	3.7338911826723535e-09	1.0648439988071927e-08	1.034176601390115e-08
933.875	9.051512893859933e-09	3.089275135425904e-08	3.49136391365424e-08
938.297	8.983382501031747e-09	2.7435602455160245e-08	2.8146764056440358e-08
942.734	5.200753253873037e-09	1.692170564203509e-08	1.851207559990591e-08
947.094	7.182121671471409e-09	2.2456432668475816e-08	2.3422499765920036e-08
951.594	3.1585537249437186e-09	9.740517840615431e-09	9.94788153165558e-09
956.125	1.162061906442153e-09	3.5777053623219357e-09	3.6765938452721462e-09
960.844	4.2837491135998196e-10	1.3288198066402394e-09	1.3784640693706367e-09
965.719	1.4981054996882374e-10	4.643695932724948e-10	4.795864604202639e-10
970.687	5.2385234680609424e-11	1.6142776394917513e-10	1.6758833620620117e-10
975.797	1.8669068826114154e-11	5.777529793943229e-11	6.157866570607788e-11
981.062	6.4455518145591296e-12	1.9290534189718145e-11	1.7687113576797568e-11
986.391	1.975886788956113e-12	5.871872381392939e-12	4.948056869483404e-12
991.734	9.326633162555224e-13	3.373359521751173e-12	4.695604186309299e-12
997.156	6.190875780386155e-13	1.7098310235574172e-12	1.6968895309871248e-12
1002.56	4.815221468418547e-13	1.203035375104068e-12	1.1988005964157606e-12
1007.97	5.139286954000645e-13	1.2743085265256082e-12	1.0748144262330667e-12
1013.37	4.5248507489838927e-13	1.1074751994150229e-12	1.0387327867874875e-12
1018.78	4.3126485227750933e-13	1.2258322989190877e-12	1.4102908231393577e-12
1024.2	4.4010468655382745e-13	1.065560169698193e-12	1.0762890810955603e-12
1029.61	4.1840103863155173e-13	1.0114033941920439e-12	1.0165856653127872e-12
1035.02	4.21987704641276e-13	1.0139575609002394e-12	9.666515762598244e-13
1040.42	4.162049517836469e-13	1.0771016878008945e-12	1.1949081754034034e-12
1045.83	4.1563713940487886e-13	1.061109114680357e-12	1.148496764948096e-12
1051.23	4.125743509147354e-13	1.312261851454543e-12	1.6632532919030607e-12
1056.66	4.079303205499425e-13	1.4369106990474353e-12	1.934554422870555e-12
1062.06	4.1693220609818376e-13	1.132408326570029e-12	1.3118924852665615e-12
1067.47	3.962692143734354e-13	9.90857353146435e-13	1.0833958191435488e-12
1072.87	4.176827322202127e-13	1.1845007257090443e-12	1.458751688208956e-12
1078.28	4.563130464200398e-13	1.2540610425945024e-12	1.574189442591169e-12
1083.7	5.090972450287591e-13	1.6489764147297856e-12	2.041283089978244e-12
1089.11	4.717488907665403e-13	1.1489461214949622e-12	1.1516464866798767e-12
