Time	ethyne relative uncertainty	ethene relative uncertainty	ethane relative uncertainty
747.187	10.745972662986214	0.3728949734845271	0.020025773515139483
751.547	217.97200775696493	8.984735266629027	0.514137491953466
756.016	139.02168447890656	34.88579150698289	1.534766790603041
760.625	103.17158893810053	38.55898044890117	1.5151235109253915
765.266	83.55404147509788	61.22787741336217	1.495145366881555
770.078	71.16212417362237	69.66046804589072	1.3789498111438947
775.078	12.989141477711605	12.754385181814367	1.0165378632251874
780.25	12.862165771803292	5.469454718494947	0.62068539174779
785.375	1.5394527860083858	1.0602928692723637	0.2257237716051703
790.609	0.5601950072737302	0.27745970824418964	0.043495087730146355
796.031	0.44967111542646687	0.20770418906485547	0.04288211541158512
801.437	0.30769863774036005	0.14106464704412308	0.03562590888071173
806.844	0.2306507508932301	0.09224880583255703	0.02151707327081667
812.25	0.21357047283993627	0.09629334436032302	0.0251446862769582
817.656	0.21511579436538164	0.09430003285722226	0.0319697386140765
823.062	0.19400530934674493	0.07711634296841444	0.02417558860286791
828.484	0.21163388322702012	0.07717909515211173	0.023721723126312155
833.891	0.22922113500096492	0.12252611815905595	0.044275241304514816
839.297	0.21168075157894203	0.10354947942248864	0.04086659319483169
844.703	0.2689481813890897	0.08931740645159171	0.029347110086339372
850.109	0.2163633559562537	0.091064009168732	0.033054483417293015
855.531	0.18776110644269478	0.0681098699614555	0.021603982278416593
860.937	0.179711300262066	0.07248630398602106	0.02532038351511497
866.328	0.18902363852325785	0.06678112328773304	0.02072976552308424
871.734	0.20681212490952464	0.06651571880771394	0.020507148388083783
877.156	0.1992297622643549	0.07140607458458052	0.02019783753032061
882.562	0.20286227765751275	0.10651727776992388	0.03720156048372677
887.969	0.21568575513882007	0.10311055280181912	0.03958193565084287
893.375	0.2334704037844601	0.09081763830662207	0.032394994645610097
898.781	0.20570629098867843	0.08240861319891381	0.02933411896099411
904.187	0.21524975203276125	0.08223834558913024	0.027166521271833305
909.594	779.5136834078654	485.4846665390339	192.06331960085512
915.0	151.97691050412442	13.650712585058415	3.102400683924716
920.406	29.330658934372128	25.685125871574556	0.20544550678419957
925.297	132.443979422219	24.433752604160237	0.17711447474403397
929.594	44.04648911522243	5.469429759461898	0.05896262472271605
933.875	146.42269977373354	55.90445232366552	0.1907959081634784
938.297	19724.094487190458	5.068043733183093	0.22479155727931732
942.734	65.6821748041471	5.943852520053363	0.3699971276296484
947.094	491.17266042239225	23.91152540262733	1.290622026047245
951.594	163.15137622506967	36.89475468403241	1.4954345676760863
956.125	322.3894426096986	35.15458334333172	1.5502346157312084
960.844	64.4984008392171	67.47997692786508	1.5807061089770351
965.719	64.95122915381775	171.2997873642506	1.4068352696722064
970.687	21.608141223070593	17.304969690034966	1.0499377586143046
975.797	11.092918503316461	5.47833379440048	0.6610454081951659
981.062	1.6450948059018917	1.0373677820397544	0.22759962761647942
986.391	0.8373326560814434	0.42930939422117464	0.07748528781273564
991.734	0.41907651910745286	0.24980186032565918	0.08069790966406247
997.156	0.24961825028261955	0.11637712890277516	0.029754202911729515
1002.56	0.21015573453872793	0.08266784122373103	0.0216563311804062
1007.97	0.2117214840078822	0.085222457824324	0.020257832145911623
1013.37	0.2125258636111663	0.08043363460958453	0.020412784111377945
1018.78	0.19644671387293772	0.08887118784989935	0.028747450753679904
1024.2	0.2094646317634253	0.07483417978423754	0.021923927081275878
1029.61	0.19333545422098772	0.07075102939763026	0.020882894859242856
1035.02	0.18930242388489898	0.06957219948485839	0.020158377397553447
1040.42	0.21081861883045433	0.07669254056534855	0.025335384238534014
1045.83	0.18814640320943532	0.07071883922663688	0.02397569997062641
1051.23	0.1890684399040755	0.08784658384608837	0.03540170450348798
1056.66	0.2029976692963869	0.10830967567769802	0.0438583645987137
1062.06	0.1741786904632644	0.0775706639698884	0.028858926325487155
1067.47	0.18707453354544487	0.07090623451409563	0.02421236735683585
1072.87	0.19186186068231884	0.08760902003036464	0.03311934110057673
1078.28	0.2168902403866774	0.08393615291409279	0.034420139780768605
1083.7	0.21065541484920475	0.1151180965323188	0.04628054079748854
1089.11	0.3113344873103804	0.10493883769715644	0.028479445247773315
