Time	Acetylene relative uncertainty	Ethylene relative uncertainty	Ethane relative uncertainty
747.187	1.8655171629003977	4.189722857764004	0.038309622156784
751.547	36.98766340245444	104.58347893983795	1.1675032925063022
756.016	36.682924274735285	36.8791848537951	3.1135464481881554
760.625	14.307758958369227	9.346091016223042	2.3233097968510443
765.266	5.496730878722642	3.0821759838053846	1.4108979614103785
770.078	2.0489873629468	1.0962721341933952	0.6765870617632596
775.078	0.7328955006661726	0.3908081073111952	0.27595826243845134
780.25	0.31239005598586056	0.1489292067297176	0.10590484098033834
785.375	0.17244446532156005	0.07555844422356572	0.053520074857820864
790.609	0.15658545409388314	0.0640530940405339	0.043720846782906254
796.031	0.15511280735059058	0.06240974216968152	0.042257977723605504
801.437	0.15516809517575908	0.062201564446483344	0.042275766990110444
806.844	0.1540599987099033	0.06204178930175181	0.04239838664365859
812.25	0.15380766961057135	0.06217952854920466	0.04268342856980048
817.656	0.15406818071855224	0.0618244030451935	0.042250886092430565
823.062	0.15375939146666645	0.06208489166694277	0.042632781677240855
828.484	0.15418484854492914	0.06172197319206028	0.0421746293930631
833.891	0.15434807497889924	0.06188894000165206	0.04240727965661553
839.297	0.15405434123242154	0.06164756440006093	0.042130550348689934
844.703	0.1550288229002106	0.0621469055713572	0.04279477548875175
850.109	0.15417804345938438	0.061708912744450645	0.042289588817608637
855.531	0.15384633227365807	0.06160146451009828	0.042168479239994436
860.937	0.15359808897932978	0.06154685954618597	0.042124422985756436
866.328	0.15366477160823355	0.061639660681576676	0.04224725435275899
871.734	0.15406270967201832	0.06159579835264877	0.0421930326817323
877.156	0.1538295997244677	0.06166962748060858	0.042309498033416465
882.562	0.1534517854519322	0.06212829488766416	0.04299346200871722
887.969	0.15396413296389516	0.06190387246222235	0.04262894575395467
893.375	0.1542662470130338	0.061755702467208164	0.042447897284053376
898.781	0.15424625146959559	0.06216432751346882	0.04299768109176608
904.187	0.15432047227146045	0.06227156975871092	0.04315749462835213
909.594	28.84537426946594	17.149462481933124	13.949505592489256
915.0	146.59615125936816	30.77917957360644	7.7046538742155795
920.406	49.2944710917407	9.29444535014808	0.46392963696835365
925.297	24.044813102078248	14.535648207704915	0.40789685005126014
929.594	28.35332679543013	51.90316078631483	0.13960445235525745
933.875	29.04125402452562	22.496216479443195	0.38521377890517566
938.297	28.202363985252347	35.78144238993707	0.5214999088334198
942.734	80.27821936180061	25.717368162033118	0.7870143338762821
947.094	75.05008904006748	596.2957080402075	2.8041967194073383
951.594	43.907326686425066	47.57305848741262	3.1134727912253726
956.125	19.976463183273438	12.988940229669971	2.6122997694450967
960.844	6.721970539283274	3.927680841300102	1.6573733524950265
965.719	2.503893327742867	1.3420779853373574	0.7922991218274041
970.687	0.8931042407682231	0.4703515936755434	0.3263161042002804
975.797	0.35248018078739357	0.17534902127133195	0.12753948642610483
981.062	0.18833786330366437	0.08581311400467016	0.06039033499894164
986.391	0.15864697683403803	0.06457058013615213	0.043556140228728966
991.734	0.15547701308725523	0.06282167648154668	0.04290660508140392
997.156	0.1544173565984604	0.06217008771803973	0.04223724719727811
1002.56	0.1544864014917936	0.06199728633316255	0.0421374034312818
1007.97	0.15398805387225634	0.061862375864182736	0.04213710059066161
1013.37	0.15427025674152178	0.061815828242790624	0.0421137787915955
1018.78	0.15393227389214437	0.06177212818627034	0.04218388262452897
1024.2	0.1541409419241533	0.06169317586940893	0.04212339179286713
1029.61	0.15396936711391085	0.0617069749630402	0.04217649205718561
1035.02	0.15375822372547918	0.061620204212888365	0.042124665367780326
1040.42	0.15430430402336376	0.06191683244004573	0.04253310921787239
1045.83	0.1539503543372156	0.0619624884588369	0.04266450022349967
1051.23	0.15380031556810805	0.06165968494081295	0.04228744419516761
1056.66	0.15376127499928088	0.061633385601372916	0.04227054756445162
1062.06	0.15312863722697886	0.061506316555028806	0.04214058560704854
1067.47	0.15359827610622387	0.06151322099844876	0.04212955460403608
1072.87	0.15342351406260463	0.06161269579922995	0.042260943100224664
1078.28	0.15386555475556324	0.061623243772353356	0.0423192789359747
1083.7	0.15303939827543708	0.0616247336660429	0.04232896213854308
1089.11	0.15440088510461886	0.061721539878986376	0.04236451207282913
