1.158284714392275083e-24,1.179583437550651512e-23,1.475654046382929611e-23,1.842914966136081594e-23,4.762174310150857026e-25,5.005713651130509477e-26,9.893410282606187892e-28,2.039578779637859181e-27,3.444607569951670365e-24,1.235139937049274761e-23,9.498360493127055788e-23,6.293099640364427485e-23,9.065920268545423826e-22,2.140378161563554383e-22,2.462642896927525579e-23
3.056504396193587479e-11,6.358707495003209527e-11,2.173785843001956445e-10,3.113854986217291844e-10,6.255288398238864199e-12,1.859454467077148908e-13,7.730316323808423656e-15,3.384624985018817224e-14,3.713372356249335252e-11,1.754990732972829892e-10,1.019461581135836772e-09,1.407439889603674584e-09,4.414324012097153064e-09,8.685114853533492550e-10,8.313223960118229362e-10
3.409803219356985205e-11,7.023802552027098703e-11,2.440119052381732936e-10,3.516458123283867818e-10,6.648894729058626558e-12,5.373315359516654898e-13,8.441528847643833501e-14,1.756037803940516530e-14,4.043749574547893620e-11,1.925662202205543746e-10,1.116840980281043158e-09,1.547481931036576660e-09,4.750210440329759453e-09,9.429492835546304600e-10,9.081274968041132316e-10
1.279599553739300880e-11,2.635931641315252672e-11,9.111145254059818371e-11,1.337865856250967414e-10,2.293330212459082837e-12,3.147496172853227689e-13,7.972321020626141892e-14,6.358295525971542961e-15,1.502744035786549185e-11,7.003919320255761417e-11,4.034090308453292412e-10,5.602364024800793938e-10,1.659201263966894603e-09,3.380830417576488199e-10,3.274817362248909279e-10
5.385331786072105173e-12,1.019683573361406902e-11,3.258010922153483031e-11,4.857940187801900229e-11,7.031266669823914173e-13,9.583967546285436210e-13,8.291615683318978838e-14,5.387980391028333249e-14,5.181701849400369465e-12,2.587023407484180216e-11,1.474819439001038550e-10,2.022308789499254383e-10,6.009104885999550997e-10,1.241241286144739730e-10,1.203450815566981621e-10
1.551554916548251398e-12,3.362205313676646437e-12,1.264676777441404974e-11,1.798298417416838962e-11,7.440810629580436946e-13,9.364063821077297260e-13,5.292859305208733297e-14,1.120807680163156262e-13,1.635176211257015667e-12,8.961662516462085517e-12,5.362765947261691226e-11,7.242150690512312483e-11,2.183325224491101452e-10,4.544412965856164685e-11,4.392650941025041413e-11
2.965245284195296846e-13,1.147649053273551642e-12,4.874208473763278163e-12,6.877673218447231051e-12,2.884143343623798491e-13,6.299007493157359425e-13,6.504912735522796313e-14,9.082749321995142793e-14,7.587463500424074320e-13,3.010370014662524198e-12,1.848795658802026183e-11,2.617686126207527256e-11,7.820904741250805004e-11,1.599888730105925683e-11,1.580523962228328279e-11
4.403845739359741148e-13,5.071756369910030855e-13,1.221240455228339063e-12,1.964844788823148367e-12,1.596292751839871855e-13,7.417044040041421128e-13,3.474183200525652453e-14,5.587513069628091870e-14,2.410921785634813350e-13,1.236917704892900984e-12,7.290233892202560101e-12,9.495366295889899524e-12,2.604105679509316529e-11,5.808851754090887991e-12,4.739353183805227165e-12
1.226010372388020158e-13,6.251105477078353561e-14,5.223734237932727158e-13,5.123972944224990200e-13,8.553301091213153223e-14,3.105365370302434819e-13,1.951172827491618742e-14,1.084287135812635592e-14,7.810783723767272074e-14,4.180737190247685390e-13,2.037315372240587073e-12,2.609640008166025735e-12,9.125473399558840743e-12,1.812191583023154216e-12,1.452315380727579882e-12
6.950864646623319329e-14,1.061620606661824263e-13,1.994152975588487096e-13,2.115437369517592525e-13,3.508613192148139457e-13,7.619732216898243062e-13,7.113506661043327106e-14,3.029438258583880700e-14,2.754369302165961774e-14,9.524817654379271834e-14,4.468421673940777873e-13,9.690762728015064200e-13,3.275700233912108942e-12,2.764514884290875563e-13,7.596467468441922069e-13
