Time	Acetylene Concentration Relative to CO	Ethylene Concentration Relative to CO	Ethane Concentration Relative to CO
747.187	1.9073038642345138e-10	3.5557955585511544e-10	4.138767994617329e-08
751.547	7.121398069368638e-11	1.4044399217294404e-10	1.5060664072602367e-08
756.016	7.857543480133783e-11	-4.0186449245525816e-10	6.09923704469922e-09
760.625	7.256544085414094e-11	-5.682651300463074e-10	2.8760425885276877e-09
765.266	6.843041846549502e-11	-6.243500246104213e-10	1.7125167118370782e-09
770.078	6.628262419204825e-11	-6.344545758624681e-10	1.2940006841494674e-09
775.078	6.76402410882812e-11	-6.483201920628522e-10	1.1492177158897561e-09
780.25	6.578349988876973e-11	-6.468038472157231e-10	1.0958526457163314e-09
785.375	6.606106668963947e-11	-6.38918191851331e-10	1.065764601012106e-09
790.609	6.58305422603975e-11	-6.403060777900132e-10	1.0585147609909847e-09
796.031	6.533046989535195e-11	-6.368059036145008e-10	1.0488811572081097e-09
801.437	6.441991133654549e-11	-6.310093609106722e-10	1.039018845981634e-09
806.844	6.501352264833101e-11	-6.343969680014633e-10	1.0401549455591937e-09
812.25	6.546369523646282e-11	-6.381024115667621e-10	1.0449168948523694e-09
817.656	6.442857986943609e-11	-6.299644735007294e-10	1.0314268745001675e-09
823.062	6.419665601037453e-11	-6.261001116981772e-10	1.0248520003491838e-09
828.484	6.42193566128461e-11	-6.289871263416192e-10	1.02893340554189e-09
833.891	6.39710626354631e-11	-6.269867430301885e-10	1.0255892564580258e-09
839.297	6.348615359298364e-11	-6.21735819607598e-10	1.0161806412985301e-09
844.703	6.271292045914561e-11	-6.171212312933443e-10	1.0089819350554496e-09
850.109	6.35202743737535e-11	-6.228952605802278e-10	1.0171447454408616e-09
855.531	6.345302431107384e-11	-6.212358893195709e-10	1.01408415639886e-09
860.937	6.358561509291431e-11	-6.217815086008085e-10	1.0145378524658395e-09
866.328	6.35671203341785e-11	-6.21645103780499e-10	1.0144244284490947e-09
871.734	6.297336737969861e-11	-6.175761347474825e-10	1.0076794182729934e-09
877.156	6.310752189688402e-11	-6.179171467982562e-10	1.0079629783148558e-09
882.562	6.279688435975148e-11	-6.128708306061296e-10	9.987244991804772e-10
887.969	6.309579954750458e-11	-6.179171467982562e-10	1.0079629783148558e-09
893.375	6.253226370114002e-11	-6.139845825855494e-10	1.0013313921554998e-09
898.781	6.214925430150217e-11	-6.0943819668145e-10	9.941893979207914e-10
904.187	6.28107747866383e-11	-6.161213707172897e-10	1.004788965256109e-09
909.594	6.216457815245519e-11	-6.087336591629589e-10	9.919227769960039e-10
915.0	-1.2072490119744654e-10	-3.04924367730511e-09	1.5309453145396938e-08
920.406	1.7417329974555474e-10	-4.88342499894142e-09	1.2423648653788746e-07
925.297	4.025504257421003e-10	-3.5233497517786577e-09	1.62099654619471e-07
929.594	1.4213372229710727e-10	-3.6418762703973105e-10	1.7006164871294154e-07
933.875	3.449849462132867e-10	-2.3639087791486123e-09	1.7844758831162255e-07
938.297	3.509981507282107e-10	1.4805882437468723e-09	1.2449122572303584e-07
942.734	7.163343192571279e-11	1.2024813285528892e-09	4.9759673969025016e-08
947.094	1.056956670486257e-10	-5.893217964824404e-11	1.8705665712357225e-08
951.594	7.942075840086241e-11	-3.746497443255659e-10	7.303576973316892e-09
956.125	6.416527365502757e-11	-5.093329503980654e-10	3.2136184941020867e-09
960.844	7.01170996691031e-11	-6.166027605443043e-10	1.8405370979499803e-09
965.719	6.58821153096732e-11	-6.280382520333507e-10	1.329004079480991e-09
970.687	6.55199254975267e-11	-6.344280894895923e-10	1.149431548052472e-09
975.797	6.46784734649799e-11	-6.336864710490749e-10	1.083264439267757e-09
981.062	6.603675891472999e-11	-6.349856276386241e-10	1.05913301485275e-09
986.391	6.4592556783762e-11	-6.2980356878551e-10	1.0447393211868097e-09
991.734	6.383424712419428e-11	-6.233256641394566e-10	1.029268099361793e-09
997.156	6.409859771740195e-11	-6.248036037459157e-10	1.0288162627049239e-09
1002.56	6.346155686697782e-11	-6.200300971944083e-10	1.0198046316040354e-09
1007.97	6.368735420736902e-11	-6.214398343907129e-10	1.019296082938794e-09
1013.37	6.335882625366301e-11	-6.197122607199009e-10	1.0161787818884195e-09
1018.78	6.320322136685436e-11	-6.176211615813715e-10	1.0110784199551198e-09
1024.2	6.316179937733608e-11	-6.184395905032278e-10	1.0117589640555891e-09
1029.61	6.305104612181667e-11	-6.168484216527254e-10	1.0087550870219597e-09
1035.02	6.278108647791497e-11	-6.13870691182184e-10	1.0029174689798179e-09
1040.42	6.238196569394401e-11	-6.116657006402893e-10	9.994031838708363e-10
1045.83	6.303667033263086e-11	-6.169623130560904e-10	1.0071690101976415e-09
1051.23	6.24527738211043e-11	-6.113703775827261e-10	9.974768349962833e-10
1056.66	6.227325020465318e-11	-6.095746015017597e-10	9.943028219375365e-10
1062.06	6.257177634713919e-11	-6.10393030423616e-10	9.949833660380058e-10
1067.47	6.213566604569657e-11	-6.079152302411021e-10	9.912422328955343e-10
1072.87	6.200615929745318e-11	-6.057102396992074e-10	9.877279477865528e-10
1078.28	6.209580779152333e-11	-6.085290519324946e-10	9.917526409708865e-10
1083.7	6.206498634124577e-11	-6.049374997705612e-10	9.854046148533927e-10
1089.11	6.162583544329914e-11	-6.053692276484339e-10	9.874443877446906e-10
