Source:	Measured	Measured	Measured	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected
Molecules	ethyne	ethene	ethane	1butanal	1butanol	1butene	1pentene	2butanone	2buten1ol(crotyl alcohol)	2butenalE(crotonaldehyde)	2butenalZ(crotonaldehyde)	2buteneE	2buteneZ	2methylbut1ene	2methylbut2ene	2pentanone	2penteneE	2penteneZ	3methylbut1ene	3pentanone	13butadiene	acetaldehyde	aceticacid	acetone	butane	carbon dioxide	carbon monoxide	diatomicHydrogen	diethylether	ethanol	ethylacetate	hexane	isobutene	methane	pentane	propane	propene	water
Electron Numbers	14	16	18	40	42	32	40	40	40	38	38	32	32	40	40	48	40	40	40	48	30	24	32	32	34	22	14	2	42	26	48	50	32	10	42	26	24	10
ionizationEfficiencies	1.0	1.0857142857142859	1.1714285714285713	2.1142857142857143	2.2	1.7714285714285714	2.1142857142857143	2.1142857142857143	2.1142857142857143	2.0285714285714285	2.0285714285714285	1.7714285714285714	1.7714285714285714	2.1142857142857143	2.1142857142857143	2.457142857142857	2.1142857142857143	2.1142857142857143	2.1142857142857143	2.457142857142857	1.685714285714286	1.4285714285714284	1.7714285714285714	1.7714285714285714	1.8571428571428572	1.44	1.07	0.43	2.2	1.5142857142857142	2.457142857142857	2.5428571428571427	1.7714285714285714	0.8285714285714285	2.2	1.5142857142857142	1.4285714285714284	0.97
ionizationEfficienciesSources	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	unknown	unknown	unknown	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	MadixAndKo	unknown
Molecular Mass	26.04	28.05	30.07	72.11	74.12	56.11	70.13	72.11	72.11	70.09	70.09	56.1063	56.11	70.13	70.13	86.13	70.13	70.13	70.13	86.13	54.09	44.05	60.05	58.08	58.12	44.01	28.01	2.02	74.12	46.07	88.11	86.18	56.11	16.04	72.15	44.1	42.08	18.02
1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.869562107283225139e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.068289643882478046e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.096827590648462802e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.427615372212030209e+01	0.000000000000000000e+00
2.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.822890354092246978e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.852820799577088895e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.164243507195233951e+00	0.000000000000000000e+00	3.500501564412855093e-01	0.000000000000000000e+00	1.312773664477963065e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.260922330098108834e-01	1.593598502252040028e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.787397855353178633e+00	0.000000000000000000e+00
1.200000000000000000e+01	2.154589371980676571e+00	1.467213114754098324e+00	5.087378640776699656e-01	2.753316547023478278e-01	6.703698540218521185e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.895252843282543287e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.240421887106979870e-01	6.994174870182061632e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.459401629567240954e-01	0.000000000000000000e+00	1.313171605558528299e+00	1.669507664125116309e+00	3.693535916916447448e+00	0.000000000000000000e+00	4.190756789234031943e-01	9.735114774687723127e+01	8.126924823654690044e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.385551226897632660e-01	0.000000000000000000e+00	3.058240749947245263e-01	2.241823348715940245e+00	4.082003164059762490e+00	0.000000000000000000e+00	5.565025547083720658e-01	3.771681110310628693e+00	0.000000000000000000e+00
1.300000000000000000e+01	6.618357487922706284e+00	2.491803278688524248e+00	1.067961165048543659e+00	8.136281360864746626e-01	1.870943644695254759e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.358403371088325429e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.102073939139898595e-01	6.889457817991756494e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.075532652142564993e+00	0.000000000000000000e+00	9.701330627487396718e-01	5.463433420342290070e+00	1.267318927909918891e+01	7.679424891299776235e+00	8.256025238367791230e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.159945293558749035e-01	3.002323958046661634e+00	0.000000000000000000e+00	3.012452653114258139e-01	2.944344912357132582e+00	1.131139073206443335e+01	0.000000000000000000e+00	1.096341154583736932e+00	5.779217666857454638e+00	0.000000000000000000e+00
1.400000000000000000e+01	3.362318840579710533e-01	5.254098360655737210e+00	3.815533980582524798e+00	4.266709874567055749e+00	6.601004765598622370e+00	0.000000000000000000e+00	1.711736922469087929e+00	0.000000000000000000e+00	5.590000625494639053e+00	0.000000000000000000e+00	1.378961332816490604e+01	3.579882537798576791e+00	1.354825828840671376e+00	1.576540500334627337e+00	1.719930971882535076e+00	4.083158232235843066e+00	8.169476580860882686e-01	8.942100050429607760e-01	4.230113473019306625e+00	9.074597912769697405e-01	1.589821924970469258e+00	1.956549198162810654e+01	2.915526013853417098e+01	3.860277394506533710e+01	3.247128157832790407e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.486651653100968806e+00	3.079492709994864352e+00	1.592356720503173761e+01	1.777214740443173513e+00	1.085646353184253954e+01	2.124528021571273939e+01	8.317544547147087686e-01	3.952624642753152617e+00	1.380029467078935923e+01	0.000000000000000000e+00
