Time	ethyne relative uncertainty	ethene relative uncertainty	ethane relative uncertainty	ethanol relative uncertainty
747.187	21.662076484277815	2.3875208995883117	0.09515141616006953	2.584397271413707
751.547	137.7659959596239	18.557508151921734	0.751999340512856	19.15768936174415
756.016	298.35714765816437	25.679427303862507	2.074065674517524	20.710865804454055
760.625	180.77887248174048	12.119886284023567	1.6862309841051386	7.054653725120996
765.266	138.99369111892264	4.950820981343131	1.1545323587480407	2.556735380211344
770.078	158.70050955521558	1.9731625042071028	0.6195832329897156	0.9400814357656145
775.078	17.645104636631284	0.7595354020406173	0.28196137469596844	0.36250589608193384
780.25	33.96481256996114	0.4146026424442324	0.1443255164756202	0.17986751848501073
785.375	8.38421532265659	0.33050359474147994	0.11318062244022058	0.14330086791216795
790.609	8.902099051230296	0.3199393128534133	0.10923310190008141	0.13771996172250933
796.031	9.94719817267139	0.31968926547142246	0.10884790451042625	0.1364574731794642
801.437	13.05395473541778	0.32076246673401193	0.10889520781614552	0.13612973352680813
806.844	9.668554976925982	0.3175508346708803	0.10903265430129291	0.13606387926048444
812.25	9.369468536474011	0.31749759276989636	0.10918695785542588	0.13595051506840386
817.656	11.350030092254284	0.31886231356520556	0.10907044661993723	0.13546517526702806
823.062	9.994419476197216	0.31828811614632674	0.10920507097023457	0.1356777855168132
828.484	12.099559368513676	0.3186258257700305	0.10907075470846447	0.1353237211043267
833.891	13.379895765521304	0.3197172567295978	0.10918808790755564	0.13518134948834853
839.297	10.874304675759078	0.31684386731917097	0.10904961929928357	0.13555010693229497
844.703	15.123562899367089	0.318670149508373	0.10931987422108451	0.13545578011972487
850.109	12.687520899253133	0.3183111851700199	0.10917901056579772	0.13511319667666444
855.531	11.117315570022136	0.31719659110917725	0.10912059747546145	0.13523654349061912
860.937	10.344243317926887	0.3166665656000341	0.10910983936419852	0.13525775833858064
866.328	10.842699744540322	0.31747740276623515	0.1091696296124267	0.1351435329209465
871.734	12.256255732349844	0.31760275521417886	0.10915659465146688	0.13508012891739232
877.156	11.933192610254949	0.31820365384256416	0.10922522413547023	0.13494318329355093
882.562	10.24968709281896	0.3177452106406415	0.10950903830899941	0.135123397393279
887.969	11.596819728376053	0.31768845964605036	0.1093317837624583	0.13518756369200755
893.375	14.229162475151105	0.31891974419601765	0.1093033124058136	0.13481111028429496
898.781	12.930340946090812	0.31854050561154273	0.10948498202241073	0.13514298460958335
904.187	12.702753724909627	0.3180510338224098	0.10954383179989668	0.13525343351015534
909.594	963.5558630212063	32.67882331092303	14.312353914648012	16.841063943412568
915.0	323.1738335545216	12.451483461337894	4.818015549245358	166.90316270580004
920.406	23.803559468594074	2.6676877880899093	0.31028388486553216	10.87093180511623
925.297	41.6571105128925	2.817894544992255	0.27532630350083237	10.947729222881296
929.594	19.91491818460393	1.5844632911925964	0.12722450226819165	12.139070144869065
933.875	90.67372899911855	2.7355330843461863	0.2623388585480097	19.586619384798624
938.297	45.42070393679033	6.876359898472717	0.3433945545720601	12.969098614336227
942.734	31.121735895297473	15.387776052165618	0.5101105441712314	18.988393176922724
947.094	376.1514419203702	37.697161721338524	1.8081304649312537	38.08785524199953
951.594	414.0567344065921	26.759313146701416	2.0524677406715566	24.69645937560372
956.125	1301.6300105429043	15.404395375438268	1.8482236144375945	9.355476069995976
960.844	90.43727903127052	6.069204582304181	1.3243263916480703	3.254030625894013
965.719	112.14816876067395	2.3552964414405517	0.7107532445239984	1.1418014546435018
970.687	30.869427388556204	0.8871507733414837	0.3244049469925337	0.4289562736713885
975.797	23.18393645150316	0.44249661030906573	0.15963841766839904	0.2005915643819716
981.062	6.148588265556062	0.3326775114982789	0.1161974683969319	0.1476586173802976
986.391	10.475980843228703	0.3226034273612231	0.10910165519360861	0.13790235421880295
991.734	10.968336358364065	0.3206919890564508	0.10902977847752543	0.13700697898546924
997.156	9.569195818946769	0.3186661472645342	0.10883087734035307	0.13656339070510534
1002.56	10.367311487457192	0.3184385155071979	0.10883368794664504	0.13635314211492106
1007.97	9.663611799704334	0.3175687628239632	0.10892334319888203	0.13603002664735397
1013.37	11.306459710441986	0.3187769451854287	0.10895534164990504	0.13570559592244583
1018.78	10.83288684626957	0.31842592003291637	0.10904059701843882	0.135506907277007
1024.2	11.360823852666007	0.317821474098184	0.1090290439849786	0.1354929161015587
1029.61	10.929007040072445	0.31765180795343384	0.10906047334374142	0.13547424254824178
1035.02	10.45647435950938	0.3170913744632159	0.10906721421816262	0.13539909500954425
1040.42	12.042503965030889	0.31769865133029745	0.10922734981502	0.1354398932855578
1045.83	10.580426579926776	0.31662454765756526	0.10928527401432195	0.13555784960201858
1051.23	10.603491871459138	0.31641622070315106	0.10916718172600823	0.1353683283888467
1056.66	11.802823206233283	0.3182258961695946	0.10921725971013377	0.1349308856091849
1062.06	9.539874679708463	0.31659082638080666	0.10915485499735456	0.13510067676113444
1067.47	10.978547009194793	0.3172761792444881	0.1091542813676269	0.1350024343154926
1072.87	10.632907500841386	0.31777673603914125	0.10921258726711612	0.13496228027436058
1078.28	10.972710490661205	0.3161500486890491	0.10921672330505779	0.13523631221088903
1083.7	9.344361245323007	0.31670324065231864	0.10925730164436089	0.13503655338516116
1089.11	17.012788885446426	0.32081956231823466	0.10931182682178998	0.13441000935378555
