ethyne	ethene	ethane	1butanal	1butanol	1butene	1pentene	2butanone	2buten1ol(crotyl alcohol)	2butenalE(crotonaldehyde)	2butenalZ(crotonaldehyde)	2buteneE	2buteneZ	2methylbut1ene	2methylbut2ene	2pentanone	2penteneE	2penteneZ	3methylbut1ene	3pentanone	13butadiene	acetaldehyde	aceticacid	acetone	butane	carbon dioxide	carbon monoxide	diatomicHydrogen	diethylether	ethanol	ethylacetate	hexane	isobutene	methane	pentane	propane	propene	water
0.03705796791895214	0.014976984974825946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006515280460982458	0.012988009568495558	0.02578455132945204	0.0	0.0	1.6481052691161413	0.17569497951130852	0.0	0.0	0.0	0.0	0.0	0.01814014386983516	0.043444712298882374	0.0	0.0	0.02321466227570491	0.0
0.10899835309384973	0.02435552936218428	0.0	0.0	0.009254955717655942	0.0	0.0	0.0	0.006836691260765698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04069794348332744	0.08471411926712755	0.1003961940043316	0.0	0.0	0.0	0.0	0.0	0.02738074824905082	0.0	0.0	0.02281290801285058	0.11527422728858705	0.0	0.0	0.034060348068498406	0.0
0.0	0.049063997368464105	0.04061276146649287	0.019261548876062295	0.031196408201872153	0.0	0.011636371262048972	0.0	0.026878806631393814	0.0	0.07041687602718463	0.02388584770809358	0.009329448655972149	0.011892399252564025	0.0116292003755672	0.05469120275524544	0.0	0.0	0.03255907693402174	0.0	0.007215952231748429	0.13924464152055724	0.18619486892338985	0.48215644325201173	0.028813343736604068	0.0	0.0	0.0	0.010666920317575723	0.026831679011231836	0.22450143328432703	0.0101788200233205	0.08036394591187625	0.2068519350243449	0.0	0.031621563060368306	0.07770505976348073	0.0
0.0	0.0	0.05705850825233745	0.06083965453262136	0.10012861171256597	0.0988406911310618	0.07024235098877195	0.5563737516345311	0.06722955514056433	0.0	0.2273618552035312	0.10618325241099894	0.04802201991646793	0.07178785066111067	0.06475727637421495	0.4350690156405917	0.06591324392090755	0.07439753272131461	0.19425581498789388	0.019192202611032126	0.0	0.4366628350839276	0.6090075369662199	1.1910811200185285	0.2025815549965267	0.0	0.0	0.0	0.04549392937198325	0.11499254399771805	0.993233894475362	0.09224526282128612	0.23064794015755963	0.8417626685634918	0.057564484886379205	0.09698792599174706	0.11763994867457513	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005605539009883374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06350164177279005	0.0794289508531933	0.07861720133440783	0.0	1.4062507832600402	0.049145415591626725	0.0	0.0	0.0	0.017813469252049234	0.0	0.0	0.8840615331336912	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005885973358066635	0.0	0.057129926762657914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03058306145224867	0.0	0.0	0.0	0.0	0.0	0.0	0.010509082484493708	0.016558208467338426	0.0	0.0	0.013478284257029316	0.0	0.0	0.0	0.36276597122569143
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171221617719327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.05924180046214015	0.01817208265248921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1977096318724169	0.05314912008191726	0.022526830605739765	0.0	0.0	0.01744288735624923	0.0	0.0	0.009699234119564205	0.02438851790046938	0.03632591933598747	0.010848700270813312	0.00941630499248759	0.0	0.0	0.011040074596899225	0.0	0.0	0.0	0.0	0.014566264209379351	0.012337666931277766	0.0061489841007350545	0.05518878304144855	0.0	0.0	0.0	0.0	0.0	0.018378052332071373	0.0	0.0	0.008651960223426802	0.0	0.0	0.0	0.016608385472373102	0.0
0.8505034609588479	0.3069970949593082	0.13015215181938086	0.02765498399217677	0.05064265793977056	0.14348527104936637	0.05274238302020896	0.054107530657360535	0.04706563426210812	0.07917283717231222	0.13971598091601514	0.1229379889950078	0.11395183711721418	0.03441988677578787	0.037891841913375426	0.11946523797217706	0.04287754127458097	0.04596470196922303	0.0548222238718342	0.0309830372525512	0.08096533399594764	0.025556170912624934	0.006931092290503404	0.19135115254239315	0.07618204622229481	0.0	0.0	0.0	0.017142427369750326	0.06635733041574225	0.08173196602395881	0.024087050318144503	0.09947478233204468	0.0	0.05224954113142322	0.047670736018289715	0.08744720349176976	0.0
0.01678676151686723	0.2971973148918859	0.17673899881420688	0.2318549012968248	0.19057651193234348	0.3939782256099227	0.3476662443656269	0.3884508898683488	0.1589227600994149	0.19341413181304792	0.2622665194446258	0.3426810343161763	0.33406254112238665	0.2853793394217093	0.2961605585255977	0.6879224000957309	0.27824412981389735	0.29441708842863207	0.3953104121143246	0.13835165796581372	0.2331113151832996	0.014997066165272925	0.0	0.24476946533903285	0.455735036004146	0.0	0.0	0.0	0.09653394780286566	0.13548242184868364	0.3600654410546085	0.25185220357012406	0.3801815717531004	0.0	0.42200093154819235	0.19694743361461525	0.28918723975489286	0.0
0.0	0.4559317363932873	0.5196875212767985	0.05233377025189246	0.05866002863243479	0.3781898229949958	0.04054325659667271	0.12999878603935505	0.04903250811825906	0.0	0.0	0.28231293450348843	0.3362076610448291	0.03276683129405812	0.035432296356393424	0.0318919170392022	0.018808909770314873	0.01928227031320392	0.05695823065547226	0.04275060470222652	0.14361278000027433	0.012265342083100508	0.04540621625774474	0.03738480365701165	0.337401923786211	0.47953407958113325	0.9656099650337419	0.0	0.022614758215627077	0.018613673780783803	0.13091284749262624	0.052974737278161974	0.34084575971151976	0.0	0.05579323523342631	0.2462077272413948	0.009328924387988454	0.0
0.0	0.008815631349829487	0.10510198679548831	0.167584678862916	0.10169308311985872	0.1552480045343287	0.31570204236945315	0.6531473772459429	0.22330321066686523	0.1218071724371495	0.19639519315543488	0.1529789591163679	0.16411999230549706	0.35031698135319106	0.314004359322133	0.11310579087585594	0.33643918968209285	0.3469342152289864	0.27270586206209413	0.5247380040834944	0.0029846335168265247	0.3305099660393262	0.08356875253010661	0.09916593890178861	0.40352454803222654	0.0	0.0	0.0	0.16816845922591878	0.1427912391689402	0.6547501307441238	0.26598329989316427	0.1511026648674997	0.0	0.24027392675418408	0.3715306098272115	0.0	0.0
0.0	0.0	0.09866055849810183	0.0032855462557836897	0.0	0.004367233817595477	0.00529300958116923	0.0	0.010062354163146712	0.005495611028412851	0.0	0.004753394150349076	0.0063654974576316265	0.008114202671438397	0.005289747776436573	0.0	0.006730217339853516	0.006077219508287451	0.005553777320851539	0.010804924335065127	0.0	0.0	0.003463968677334474	0.0	0.008191412352103047	0.0	0.0	0.0	0.004470806117954457	0.034173620494198635	0.03249223519710478	0.005015851298175638	0.007310992853578422	0.0	0.004663014095925316	0.0071918140320922025	0.0	0.0
