Time,m12.0,m13.0,m14.0,m15.0,m16.0,m17.0,m21.0,m22.0,m24.0,m25.0,m26.0,m27.0,m28.0,m29.0,m30.0
893.375,-1.2003985300876596e-13,-1.0705624489926306e-13,-3.023767465796521e-13,-1.547162530389277e-13,-7.980686734739395e-13,-2.2769691415878196e-12,-6.139448986037297e-14,-3.144754292147545e-15,-2.8991249512323084e-14,-1.3737715627682697e-13,-8.234230748375995e-13,-8.815787172125586e-13,-7.535516817214563e-12,-8.226806254001638e-13,-5.377029183891331e-13
898.781,-1.0497050732602041e-13,-3.658960293666457e-14,-3.9599654178859175e-13,-5.516899103010308e-13,-8.551002587132342e-14,-1.0493210086588632e-12,-1.9954229025879707e-14,-2.347622505846008e-14,-4.887370175080783e-14,-1.461583628798198e-13,-7.379477784618729e-13,-8.541499819251556e-13,-9.370356231482683e-12,-7.492239071335137e-13,-5.735474018723349e-13
904.187,-3.1990116164327287e-13,-1.5612296097406668e-13,-1.8961633699753307e-13,-4.786635675631329e-13,-8.729513782687118e-13,-1.4216728757299e-12,-3.851396819138659e-14,-3.380769582477205e-14,-3.875615398929209e-14,-1.2493956948281338e-13,-7.524724820861471e-13,-8.567212466377523e-13,-6.205195645750716e-12,-6.557671888668632e-13,-5.793918853555366e-13
909.594,-1.6483087823472484e-13,-9.565623269220118e-14,-4.832349519984128e-13,-2.8563666501340856e-13,-6.603904075718304e-13,-1.6940196284589388e-12,-6.707344093794559e-14,-5.413922790643112e-14,1.3614155161669982e-15,-9.372055063382759e-14,-8.06996172892002e-13,-1.0592911371854782e-12,-1.0040004508671125e-11,-7.623098311776689e-13,-6.65235600152738e-13
915.0,-1.8976153255197912e-13,4.810409270396984e-15,-3.768547472073525e-13,7.073896777244879e-13,-4.4783175996921903e-13,3.336285044700174e-13,-3.3563318010345323e-13,-4.4470698672743583e-14,1.595147896327768e-11,1.2166749824276318e-10,1.0358284791234836e-09,2.004768137598102e-09,7.301125156077061e-09,1.9541011468870886e-09,2.436538919916364e-09
920.406,1.5951530781313076e-10,3.67585277051233e-10,1.4119295254575837e-09,2.2444904160204624e-09,4.9064726887633386e-11,1.496127663739898e-11,-1.0541929192689608e-12,1.519783056094435e-14,4.919515965110392e-10,2.50766871703616e-09,1.5395833954419858e-08,2.239477556633339e-08,7.120129031666279e-08,1.4894104603605356e-08,1.4996543075432878e-08
925.297,3.6551989423002574e-10,7.825856992387725e-10,2.811935297855222e-09,4.204493154060109e-09,8.507608914168896e-11,2.0286290884190604e-11,-1.1728898641928407e-12,5.489793719837808e-14,6.979517028606695e-10,3.467669819721788e-09,2.109583890811475e-08,3.0094782287373764e-08,9.440143974330445e-08,1.9594107731021013e-08,1.9496546835076108e-08
929.594,4.245239236377947e-10,9.02586070152667e-10,3.231940369209271e-09,4.8044955595715306e-09,9.908607147775046e-11,2.4308267211825774e-11,-1.2517450619720093e-12,5.463446515197688e-14,7.60951796294397e-10,3.757670788488941e-09,2.2895843260195497e-08,3.259478819216022e-08,1.0070157102244558e-07,2.1094110478619678e-08,2.0796550138119852e-08
933.875,4.425279380419508e-10,9.415864396854531e-10,3.3619454216799904e-09,4.994497956125963e-09,1.0309601664430368e-10,2.8030161709988715e-11,-1.2806045224543507e-12,6.437197415112931e-14,7.839518893802215e-10,3.877671753648861e-09,2.359584759607115e-08,3.3594794074960025e-08,1.0470170181276513e-07,2.1994113215987583e-08,2.1796553428864616e-08
938.297,4.4853208466544487e-10,9.385868213892561e-10,3.341950640560047e-09,4.894500431613863e-09,1.0110628936714844e-10,2.2352777330375678e-11,-6.694264178649814e-13,1.0410083768634345e-13,6.129519855319422e-10,2.9576727505975117e-09,1.7495852074754204e-08,2.439480015151708e-08,7.450183691082471e-08,1.5094116043514068e-08,1.4596556827994109e-08
942.734,2.19536245354826e-10,4.55587204387848e-10,1.5919558771432246e-09,2.29450291549894e-09,5.0016596936407194e-11,1.557546966589284e-11,-1.5824431699138798e-13,1.338287814913513e-13,2.5795208200982186e-10,1.2276737509279413e-09,7.11585656862953e-09,9.934806248686607e-09,2.990197246715451e-08,6.034118880631892e-09,5.8165602386538924e-09
947.094,8.29403338393204e-11,1.6858758073985633e-10,5.959610228503813e-10,8.605053562785069e-10,2.1526725627407452e-11,1.239776819707491e-11,-1.0708273037681408e-13,3.3561446578084405e-14,9.29521768134179e-11,4.466747338985685e-10,2.5858609845178386e-09,3.5748122400454408e-09,1.0802105671030536e-08,2.184121668514179e-09,2.106563590124853e-09
951.594,3.064455360542701e-11,6.058796917656216e-11,2.149663337866669e-10,3.105078754317294e-10,1.0137179551604965e-11,8.22078273613898e-12,-9.588384510947839e-14,1.328552751622615e-14,3.2952274661166124e-11,1.6167574843247278e-10,9.338655422007264e-10,1.284818423787356e-09,3.862243152095239e-09,7.961245459156221e-10,7.655670492118535e-10
956.125,1.0648802441033474e-11,2.19883602891653e-11,7.66716813094024e-11,1.1251041193911851e-10,5.34770549172473e-12,6.243955819805468e-12,8.532329914525482e-14,2.3007707678608377e-14,1.1252373182976594e-11,5.657676995538839e-11,3.2987013128098496e-10,4.5682465012838206e-10,1.3623815802517233e-09,2.8012744313916373e-10,2.725705321281201e-10
960.844,3.443227569090609e-12,7.488767629790807e-12,2.807725071125385e-11,3.98130536911311e-11,3.65866817356652e-12,5.968090399770641e-12,7.658053016226776e-14,1.2271836055574021e-13,4.522475792648549e-12,1.9577833863276013e-11,1.178749107711065e-10,1.5983113481240376e-10,4.925257520615769e-10,9.913046057414343e-11,9.337415955735484e-11
965.719,1.7377989823727759e-12,3.2991884362221187e-12,1.088300422556321e-11,1.4215782773788752e-11,2.2699932581138275e-12,4.193022817090056e-12,1.4787932253521461e-13,9.24194482387271e-14,1.6825817943757758e-12,5.5389329416723145e-12,4.197984826090149e-11,5.793783386614517e-11,1.8267468988167363e-10,3.513357775903983e-11,3.347790690160555e-11
970.687,8.924576041544781e-13,1.3396172703453496e-12,3.888867499222474e-12,5.21856391894633e-12,1.8815343904278834e-12,4.318430868216761e-12,1.8920289187035353e-13,7.211483359443579e-14,6.726898182897989e-13,3.0100529871026397e-12,1.5584879942809484e-11,2.1444660717219507e-11,7.282646897710767e-11,1.3236754410232709e-11,1.2381725733654282e-11
975.797,5.272493829999899e-13,6.700583618046306e-13,1.794898362426747e-12,3.7414245573833736e-12,1.4934054021277258e-12,2.8445651559095143e-12,3.056429269615017e-14,-4.819848782914081e-14,2.8280092984387646e-13,1.2912050467139427e-12,6.190055444933042e-12,8.951682699705379e-12,3.398258636391677e-11,5.2400218594266754e-12,5.815653719115038e-12
981.062,2.2218650934472954e-13,2.1051283275044615e-13,7.011121578808587e-13,1.484371966653635e-12,1.1056364934388176e-12,2.5714921666144598e-12,6.196698845893282e-14,-8.521313131514834e-15,1.1291541170928124e-13,6.723920513819487e-13,3.715387933911621e-12,3.918917677746108e-12,1.914343920962124e-11,3.3133884191147842e-12,2.889700850905815e-12
986.391,1.2718365014076283e-13,1.1097282812941116e-13,5.074014866510329e-13,9.37355203880837e-13,1.0180162627829394e-12,1.8987464952083347e-12,-7.661326496559345e-14,3.1151937383898084e-14,3.303128518710511e-14,3.435934849765936e-13,2.110785243269047e-12,2.7462406023385177e-12,1.3306247341579363e-11,1.6967959018456353e-12,1.5837971786006023e-12
991.734,2.62193919098017e-13,1.0143403197812776e-13,3.1370733833409367e-13,6.703462784736195e-13,6.304285554467862e-13,1.326072424590391e-12,3.4810211475156797e-14,7.082432948445182e-14,2.314746308014533e-14,2.747980748989407e-13,1.3361967320843452e-12,1.7635827652391097e-12,7.469483192405383e-12,1.0202123364920856e-12,1.1279042678993909e-12
997.156,7.278268393586489e-15,1.8190205504901255e-13,2.0106426454163684e-14,3.6338157820075247e-13,2.4302437255765797e-13,1.0538023869915735e-12,-1.3745264987177115e-14,1.049187767258639e-14,4.326535874476544e-14,2.5602047552760736e-13,1.061688233554783e-12,1.2310334871644331e-12,6.635132599700668e-12,8.736792855194218e-13,6.820720833921917e-13
1002.56,6.234573862472975e-14,1.2368524373075284e-14,1.264842708290978e-13,3.564068013149945e-13,5.557837397173889e-14,1.2814402912365017e-12,3.769446300941862e-14,-2.9839470463031775e-14,3.338286301839268e-14,4.723881802065655e-14,7.471615042936703e-13,9.684594741220966e-13,3.800232082737197e-12,6.771347249409873e-13,5.06226062536989e-13
1007.97,2.074188352106824e-13,1.3283551161274408e-13,3.3286919645240887e-13,6.943538330020079e-14,3.6814631395141934e-13,3.091088815335251e-13,8.9135789519705e-14,4.98288135092675e-14,3.500497755684132e-15,3.8458513225578124e-14,4.52640851943074e-13,4.458937060689809e-13,2.9655148738599387e-12,4.0059400089780954e-13,4.103846537977881e-13
1013.37,-8.75174454613801e-14,8.330163565973437e-14,-6.075768000491416e-14,1.6245836716713513e-13,8.06910229884344e-14,-6.327367158960026e-14,-9.425548159492186e-15,-5.022893649622528e-16,-1.6382084946464742e-14,2.967595391071285e-14,2.781100714082832e-13,3.83314196367164e-13,2.130492151505596e-12,1.5404688262920387e-13,1.345355581985855e-13
1018.78,-2.2444348875427096e-14,-1.062313771005953e-13,3.4562724561839687e-13,1.548694915234124e-14,-1.0674103703188989e-13,4.64394918707418e-13,-7.984221649206598e-15,-6.083400539266238e-14,-1.6264450209173214e-14,8.089564911563457e-14,9.358941905768703e-14,5.0748428314047284e-14,2.9577494262839306e-13,-6.249384141397457e-14,2.869414945938408e-14
1024.2,1.8263812496854032e-13,-5.576352666824616e-14,-4.4797602667765436e-13,1.0852112925581867e-13,3.058501338904512e-13,9.211465242457054e-14,-3.6540230949437074e-14,-6.116633457383378e-14,1.3853401967558473e-14,-9.788240115965608e-14,-9.092110510871432e-14,-6.18035980903688e-14,4.613632472282674e-13,-5.902817123172355e-14,8.28604275801849e-14
1029.61,7.771122155449223e-14,-5.529653942857604e-14,-1.4159110105434492e-13,-1.2845028875897504e-13,3.184180738701301e-13,-6.802167572784222e-13,5.490109556084914e-14,2.850194939846566e-14,1.3971036704850001e-14,1.3337294045265386e-14,-1.054417574593102e-13,-1.4436936614348478e-13,-3.7335396164899077e-13,-1.055688952749017e-13,-3.2980981159016684e-14
1035.02,-7.721568185955505e-14,-4.482955218890576e-14,-1.352061754310338e-13,-1.2542170677376897e-13,1.3098601384980583e-13,4.7451833018605664e-14,-9.365757792886524e-14,8.17023337076496e-15,2.4088671442141285e-14,-2.544301074981271e-14,-2.1996240980990685e-13,-3.4693513419660106e-13,-2.208071170526194e-12,-1.9210961931807967e-13,-3.288223898982179e-13
1040.42,7.848037468382849e-15,5.5636571858083685e-14,7.116694811164627e-14,-1.7239872290683443e-13,-4.564692771131774e-13,-5.249307201045293e-13,-1.2218915608062793e-14,7.839130496535597e-15,-5.793911260007345e-15,-2.422557006467823e-14,-3.6449319034469797e-13,-3.395146438984176e-13,-3.0430938928805364e-12,-2.786567375866852e-13,-2.3467148549742027e-13
1045.83,-2.770788659456641e-13,-3.896440902246343e-15,-2.2448126265040974e-14,-6.937014092162919e-14,-4.4390133713349853e-13,-2.9726212980751263e-13,9.222410902223921e-15,4.750741446883464e-14,-3.567627652271589e-14,-1.3005874859756337e-14,-3.4901384269529337e-13,-4.62080411951535e-13,-8.778111017578049e-13,-1.9519746162986372e-13,-2.405128942366217e-13
1051.23,2.7984853382273287e-14,-8.343031685525573e-14,-1.6075002722364093e-14,-4.363471570546949e-13,-3.3135662809648033e-13,-9.69644682930646e-13,1.0066107322302653e-13,-6.282368840539486e-14,-8.555885922486484e-14,-6.178843417462185e-14,-4.635446232300844e-13,-6.046599216533516e-13,-3.712833824112192e-12,-3.017445798984696e-13,-2.663619898358244e-13
1056.66,-8.692329551574493e-14,-1.629616032302272e-13,-9.666472937781261e-15,-9.330737883294436e-14,8.125777376851985e-14,-1.9418738057933317e-12,7.210772811227885e-14,-1.3156630740036882e-14,-5.5440789608692665e-14,-9.056422993012528e-14,-4.980450192122902e-13,-6.571982064090671e-13,-4.5469400060351784e-12,-6.282725154907906e-13,-3.8218802485502254e-13
1062.06,1.8140423812192475e-14,-6.249547918323694e-14,-3.2933493951043804e-15,-3.802843949660112e-13,-1.061975171944635e-13,-5.142563589164672e-13,-6.645360956691898e-14,-1.348773361426665e-14,-4.5323372310841465e-14,-9.934678924499096e-14,-3.925757997470814e-13,-7.69777716110884e-13,-4.3819627283895244e-12,-4.748196337593964e-13,-4.080371204542252e-13
1067.47,-8.678647960185481e-14,-1.1202849194356761e-13,1.030915762282051e-13,-4.17255812980805e-13,-4.936295772147877e-13,-6.865877686194439e-13,5.498771694336691e-14,-7.381944964196718e-14,-5.205737573549703e-15,-1.3812709404006905e-13,-5.170964520976778e-13,-7.223434841640003e-13,-5.216679937266783e-12,-5.51360357802575e-13,-3.4387852919342594e-13
1072.87,1.8277239726082594e-14,-8.156236789657686e-14,-1.9053530022911633e-13,-1.9423282911387018e-13,-1.810848681777696e-13,-8.58970321742579e-13,-4.3573620735829474e-14,-2.4150552516196957e-14,-8.508832027569873e-14,-8.690965335493458e-14,-4.316272326324689e-13,-7.149229938658169e-13,-6.051702659621125e-12,-6.279074760711812e-13,-4.597276247926292e-13
