Time,m12.0,m13.0,m14.0,m15.0,m16.0,m17.0,m21.0,m22.0,m24.0,m25.0,m26.0,m27.0,m28.0,m29.0,m30.0
775.078,6.690299978547427e-13,9.72732444658737e-13,2.858008180137365e-12,4.349059687237612e-12,1.7271162441275519e-12,3.018019541154126e-12,-4.291105218704541e-14,-5.5891332678674444e-14,4.5843650713881e-13,2.435952550995514e-12,1.2986763544592802e-11,1.6875861701157035e-11,5.985035040248051e-11,1.0511677606048228e-11,9.8313638338514e-12
780.25,2.0387991569994505e-13,5.33178887912632e-13,1.564112216241573e-12,2.6019550340079423e-12,1.2391312876718938e-12,2.4444709180517557e-12,3.8466866613547116e-14,3.79154434623022e-15,2.285489668174184e-13,9.67118588629499e-13,4.682001841458367e-12,7.082968881864853e-12,2.9008361972847754e-11,3.804984699439851e-12,5.0253394778441626e-12
785.375,2.8868576043247906e-13,3.8362127416093297e-13,5.701607825668004e-13,1.4048240696223938e-12,6.510371457857296e-13,2.4706819208747186e-12,2.983226372356752e-14,1.3477303192447145e-14,8.866040453065681e-14,4.982740300204826e-13,3.2471925358582196e-12,3.720011476823776e-12,1.5164937629872577e-11,2.388261739971961e-12,2.18927899359492e-12
790.609,1.1359381727737264e-13,1.2407306920944173e-13,4.76337991570946e-13,9.477541247260108e-13,2.6319622117457095e-13,2.797450386977225e-12,5.1226700498953577e-14,4.3156378665832555e-14,5.877421233379584e-14,2.994540456771483e-13,1.6624936274657937e-12,1.9072038557535335e-12,1.0324843383798007e-11,1.4716084775612431e-12,1.2233022961196929e-12
796.031,1.1867816657294222e-13,1.145410922803267e-13,-1.7262920308983966e-14,4.207894244531435e-13,4.757920382854426e-13,1.425180349378406e-12,-8.732877596338096e-14,2.8239268539674457e-15,8.892107998416043e-15,1.2067644630581483e-13,9.979851289362317e-13,1.1346545776788572e-12,6.490492791093302e-12,7.950754265885782e-13,6.57470111612493e-13
801.437,1.1374751225568907e-13,5.0077342429255505e-15,1.891172844820747e-13,4.238157671910403e-13,2.8835068588805407e-13,6.528284823073629e-13,-5.5888515128887854e-14,2.4924560876552295e-15,4.9009655759931044e-14,1.4189523970282166e-13,6.434604253119582e-13,1.0220833129662612e-12,3.655653376825186e-12,4.885321448552304e-13,3.916256281292912e-13
806.844,1.3881779566423745e-13,8.547446252479138e-14,1.9549866948119653e-13,2.368426697407642e-13,3.0091165658493557e-13,2.804817295783387e-13,-4.444798787544703e-14,-2.7839075994004405e-14,9.127225265390475e-15,1.3114258551807734e-14,2.889367345061033e-13,2.0951342241853525e-13,2.820844513904818e-12,3.5198950254442343e-13,3.8578191333208946e-13
812.25,-1.6611285865301645e-13,-4.40588955126109e-14,1.8788742722552868e-15,6.986901247866235e-14,3.1347030418754697e-13,1.081298625072986e-13,1.8699227295904603e-13,-8.170546760316706e-15,-2.0755226973094024e-14,-5.666948051185672e-15,2.044120308818292e-13,-3.0578422940623153e-15,3.98600509963674e-12,2.0544622081107411e-13,5.99374298488883e-14
817.656,1.1895648702973098e-13,-2.3592253550013206e-14,-2.917409209366843e-13,-6.710464478344064e-14,2.602895179016005e-14,9.35777995436255e-13,6.843253379353918e-14,4.1497982473371066e-14,-6.376792115789373e-16,-4.448154654178759e-15,-4.011267274244422e-14,-9.562910700665878e-14,1.5116568536867907e-13,-1.2109706092227484e-13,4.092946365686177e-15
823.062,-1.7597416728752356e-13,-5.3125611587414694e-14,-8.536071614562564e-14,-7.407830204554319e-14,-6.141240060722368e-14,4.634261283652134e-13,4.9872794628031486e-14,-8.833488292941139e-15,3.947986854993647e-14,2.6770638742827824e-14,4.536262363328116e-14,-1.6820037171925492e-13,-1.6836737288993887e-12,-9.764034265562467e-14,1.824846288248477e-14
828.484,-4.088981799195272e-14,7.342411483470582e-15,-7.896162802555408e-14,-1.0104300231841142e-13,-4.488165834963551e-13,-5.08843909233599e-13,-8.868268183430305e-14,-1.9165940104806578e-14,-3.0402235785443645e-14,-7.200696062850556e-14,-2.4914587489628137e-13,-2.6074964979393093e-13,-5.180243216041113e-13,-2.241733936282881e-13,-1.2758372162471443e-13
833.891,-2.58195345834045e-14,5.780913976533674e-14,-2.725802430264322e-13,-1.0801609976868705e-13,-1.3625561279947529e-13,-6.811906619626135e-13,-3.724215458086159e-14,3.0502527813534255e-14,-5.02846662799843e-14,-4.0787941779519764e-14,-3.036695657021355e-13,-2.83319540341658e-13,-1.3528331845244793e-12,-4.1071603593909426e-13,-3.5342743642191646e-13
839.297,9.249811099341368e-15,-8.17242182720665e-14,-6.620003823537354e-14,-2.749897570307889e-13,-1.236969651968639e-13,-3.5354252903366827e-13,-5.580189374636928e-14,-9.828942952777791e-15,-1.6711851846873471e-16,4.043085161748721e-14,-3.9819426932640977e-13,-4.758908050542545e-13,-4.187672598792544e-12,-1.3725931767244415e-13,-2.9927191990511804e-13
844.703,-4.5680843217911775e-14,2.8742423690531815e-14,3.401801665556851e-13,-3.219634142928921e-13,-4.111383175942476e-13,-1.525894396104705e-12,-5.436163291187665e-14,9.839586280909908e-15,-1.0049570756953319e-14,-1.4835035498550607e-13,-6.327189729506838e-13,-4.3846206976685046e-13,-6.0225120130606115e-12,-3.93802599405792e-13,-4.0511640338832014e-13
850.109,-7.061149753516525e-14,6.920906565312983e-14,-7.534396286532576e-13,-2.489370715549958e-13,1.4203300083669608e-15,-2.98246263175755e-13,1.0707862792261611e-13,3.9508115514597766e-14,-6.99320229954383e-14,-5.713156158849894e-14,-5.772436765749573e-13,-6.310333344794477e-13,-3.857351427328693e-12,-4.903458811391421e-13,-4.1096088687152146e-13
855.531,-2.1552714823959483e-13,-2.0322911275984864e-14,-1.4704054053318614e-13,-4.159017718278622e-13,-5.859838528807644e-13,-1.7051630077456604e-13,-1.147684853971892e-14,-1.0824336297267907e-14,-4.9814127330818186e-14,-2.5909160959832673e-14,-5.417521751045202e-13,-7.035826125541234e-13,-4.691702020033409e-12,-3.868789321118051e-13,-3.867930713787208e-13
860.937,-7.045780255684882e-14,-1.598562693133865e-13,-4.4066033574212574e-13,-1.9287542908996593e-13,-2.7342520527815147e-13,-1.4428681678456075e-12,-6.003658770522547e-14,7.88441929364197e-14,-9.69657956930278e-15,-1.346903675628255e-13,-5.262768787287944e-13,-7.761538772667195e-13,-4.5265414343014835e-12,-3.6342221384515496e-13,-5.22637554861923e-13
866.328,-1.5540252276112396e-13,-4.939092213980794e-14,-3.4297834072020086e-14,-4.398574835294768e-13,-6.090140408953033e-14,-5.152967500468482e-13,-2.860032315495697e-14,1.0851364190031368e-13,-2.957935796694846e-14,-7.347495594550012e-14,-5.108167746293599e-13,-7.487457544523671e-13,-4.361839118785262e-12,-4.69975086916647e-13,-5.084935686351267e-13
871.734,-2.033317707837731e-14,-1.0892428017720991e-13,-6.279176292809612e-13,-2.868311407915792e-13,-5.48342756486914e-13,-1.5876486171178929e-12,-1.7160062320464987e-14,-2.181782886599859e-14,-4.94618102054332e-14,-1.222561625484932e-13,-6.953414782536343e-13,-7.913170191649636e-13,-6.19667853305333e-12,-5.365183686499959e-13,-5.543380521183287e-13
877.156,-1.652488277828077e-13,-7.845625710632511e-14,-3.215185411608881e-13,-1.537958410644465e-13,-5.357469393760423e-13,-8.599186547167138e-13,-5.7155387827995585e-15,1.7849719322136363e-14,-2.934391454081309e-14,-6.103376191982645e-14,-6.39849976783197e-13,-8.338662972396396e-13,-6.0310291257579974e-12,-6.630514196226601e-13,-4.80170236625528e-13
882.562,-5.017948210006136e-14,1.4201038485627335e-13,-3.1513833636983264e-13,-3.2076949832654917e-13,-4.231882917734325e-13,-6.322705217877604e-13,-5.427527794830611e-14,-4.2481751444176e-14,-1.922636677929776e-14,-9.981496852281936e-14,-6.243746804074703e-13,-1.0564375619522357e-12,-8.865868540026165e-12,-7.695947013560088e-13,-4.760147201087296e-13
887.969,-1.151091986915136e-13,-7.52288686186126e-15,1.9124304862929068e-13,-2.777425957768248e-13,-1.1062732107654945e-13,-1.3046172745167862e-12,2.7165249305135023e-14,-7.281328352583564e-14,-2.9108797273838255e-14,-8.859594967383389e-14,-6.38898371213325e-13,-8.190074524999619e-13,-5.700677402946444e-12,-5.661373436668152e-13,-4.718584349059312e-13
