Time	ethyne relative uncertainty	ethene relative uncertainty	ethane relative uncertainty
775.078	15.6527986911304	14.68487753773073	2.7417249557269834
780.25	13.993146297778079	5.580771860122913	1.7311607361759793
785.375	3.210768202429176	3.319079911217565	1.1016724293863327
790.609	1.2630521989393602	1.0090852114986661	0.5041584899724766
796.031	1.17973243805106	0.6957084506444555	0.2755948520298634
801.437	19.035197436603756	3.0322935146030097	0.6536818742253747
806.844	0.7821813452247084	0.7637505935970573	0.6231975997745449
812.25	0.5301902204073641	0.5536210642379507	0.5317068754611803
817.656	2.272277609007694	2.456531350488643	3.5697094047164377
823.062	6.934974525873097	1.7181266485170148	1.4088385478822463
828.484	15.237806205116822	2.727455938349199	7.959362889931666
833.891	1.562721591880178	3.146852402028683	1.679826658549705
839.297	0.32425665293558886	0.20868827269208384	0.1453102862793292
844.703	0.39135842221487754	0.4794425893470221	0.4178023784188145
850.109	0.5083028734043682	0.6078481789357233	0.4046807765407329
855.531	0.312991442306048	0.27491753077842357	0.1886388811103071
860.937	0.3181333905664932	0.18150478769859635	0.10349822702877307
866.328	0.6122477502538012	0.4897224850713268	0.3147803090436021
871.734	0.2572716119624227	0.2156663303874664	0.15916014044424381
877.156	0.40126147901223447	0.3540999426866922	0.25316133254646467
882.562	0.5906162143215048	0.4537997736710172	0.34507845316617564
887.969	0.6246015003835333	0.6115206724934682	0.43557845372254106
893.375	0.32125922916481436	0.3246678849180417	0.2510883057288914
898.781	0.36778067127794933	0.371253562952123	0.3101547454450296
904.187	0.661057775984585	0.7647859599830213	0.5608804969030353
909.594	1129.6469064571997	699.6840276097685	472.9185938046233
915.0	95.95143515950691	38.83620503249009	8.257978596480212
920.406	77.6995394566748	10.663658268931108	0.4677610583845922
925.297	28.557729540424482	17.6503548898676	0.41046709382070107
929.594	51.296268483916876	78.62064089121975	0.14038642972146456
933.875	35.601501639181194	30.482149376343354	0.387413340155913
938.297	34.437950736551066	24.927203159798893	0.5257964833232427
942.734	711.7945450986929	16.853663249418833	0.8034853409747131
947.094	188.1196741077467	74.75685639234041	2.9661686292299247
951.594	219.0603094948596	74.38781508767437	3.619260308135025
956.125	1859.020522097433	60.08649317143778	3.8261807742487437
960.844	70.63655806830113	725.77627682571	3.7071653349003553
965.719	66.794810991492	107.65095135952103	3.3657642737189626
970.687	26.99521857130028	20.526110451321742	2.7783781069569002
975.797	15.409259131357338	7.463280399792982	1.907140264986736
981.062	2.6556981079964626	2.3907405281080423	1.0221175982450073
986.391	1.6537620830195476	0.9991178086093584	0.38993777891953346
991.734	1.5828510244318417	1.3119871122848425	0.550502898921935
997.156	0.5846642666057588	0.48782345951454853	0.25659757789972365
1002.56	0.8996808023736452	1.0199364286608747	0.34821126115427664
1007.97	0.624642749912214	0.5278450671354723	0.30256495129142613
1013.37	0.9382934204355275	0.6412948139334632	0.348643918146238
1018.78	2.2274534013357217	6.002367409364201	3.8282206648374553
1024.2	2.061617877731593	0.796799179677096	0.8440588750847882
1029.61	17.15969694387983	10.529593724223234	5.414185690065407
1035.02	0.740538422504161	0.41231705480752373	0.24665970461260014
1040.42	0.6884937967449326	0.8661337421770733	0.6905590267361962
1045.83	4.829122802794859	3.58930310081118	15.198695474237013
1051.23	0.5860894448962127	0.602364402567333	0.40256374989068805
1056.66	0.46007295807575105	0.4185271868003463	0.2990890025728542
1062.06	0.7123500080277049	0.23421608179783054	0.13167630209901263
1067.47	0.2680347391116414	0.13312688895006924	0.08616050761018466
1072.87	0.4067919649471152	0.27018792468511504	0.20577140946498795
