# molecules 	ethyne	ethene	ethane
ScaledConcentrations_Means	1.9821297743118e-11	-1.1965861946020655e-10	1.5470872576839898e-08
ScaledConcentrations_StdDevs	8.538412159445998e-11	9.474387327650747e-10	4.563180221294037e-08
ScaledConcentrations_StdErrs	1.1211484429429346e-11	1.244048003525179e-10	5.9917491735415936e-09
ScaledConcentrations_absolute_uncertainties_Means	1.61903258303986e-09	8.10894811815623e-09	9.907200866693885e-09
ScaledConcentrations_absolute_uncertainties_StdDevs	4.016273834187757e-09	2.012565118278341e-08	2.4603506744272933e-08
ScaledConcentrations_relative_uncertainties_Means	81.68146223432781	-67.76735478594526	0.6403776398187842
ScaledConcentrations_relative_uncertainties_StdDevs	202.62416145694678	-168.19223950244853	1.5903115110071238
ScaledConcentrations_absolute_uncertainties_Total	1.6190714012445012e-09	8.109902350663676e-09	1.1578155603188983e-08
