Acetylene	Ethylene	Ethane	ethanol
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0
0.1967807105803648	0.0	0.0	0.0
0.8719508726814125	0.314738736699132	0.1334342393296433	0.06654822461153428
0.0	0.307620589670839	0.1829375714677576	0.13878458503473373
0.0	0.46806960233366207	0.5335227008895251	0.0
0.0	0.0	0.10544090664090067	0.14373518678198977
0.0	0.0	0.09559307868450924	0.0
