Source:	Measured	Measured	Measured	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected	NIST Webbook-TuningCorrected
1.500000000000000000e+01	2.231884057971014745e-02	5.229508196721310842e-01	5.621359223300971486e+00	1.028909456872815653e+01	1.600810488558872180e+01	9.658426412222539170e+00	7.780928660461513324e+00	2.978963841004782864e+01	1.052870739344523976e+01	0.000000000000000000e+00	3.399237054339685926e+01	1.214989865336577601e+01	5.278533205061752831e+00	7.166375277888863415e+00	7.212115665812201648e+00	2.479849957203203914e+01	6.851345896262705182e+00	7.499307927268138663e+00	1.926825900147797199e+01	1.279063444108805347e+00	6.815692700765516587e-01	4.620313630089250978e+01	1.000000000000000000e+02	1.000000000000000000e+02	1.742987142806043011e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.790710095754270093e+00	9.971885591162491735e+00	5.305004100419476032e+01	1.212828765770990636e+01	2.378839927530535903e+01	8.679111929308947992e+01	5.348695986124555546e+00	9.129202870085913801e+00	1.595079747992219055e+01	0.000000000000000000e+00
1.600000000000000000e+01	4.830917874396135903e-02	1.122950819672131062e-01	1.233009708737864141e-01	3.898931391813568736e-01	5.636933816164065858e-01	4.491753271697909722e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.630837958837028534e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.271306654531879743e-01	4.909675299404431259e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.730978995876550686e-01	0.000000000000000000e+00	2.324453939597591889e-01	7.371265570644836451e+00	1.430829997481945703e+01	7.241159549197662137e+00	2.967234773398010339e-01	1.000000000000000000e+02	2.063448292650982729e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.043793477408203385e+00	4.271550553878252776e-01	5.291022227150319335e-01	1.000000000000000000e+02	0.000000000000000000e+00	5.181909012755596677e-01	5.934469546796020678e-01	8.755623391301170511e-01
1.700000000000000000e+01	3.521739130434782816e-01	1.762295081967213128e-01	4.349514563106796766e-02	5.947086489992078340e-01	3.343698667656233581e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.106286348919323093e+00	0.000000000000000000e+00	1.025089908143371353e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.217892219035892953e-01	0.000000000000000000e+00	3.952013768033053598e-01	6.026882612635695580e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.093721749743073346e+00	1.061407082099449450e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.667841139548106755e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.099217051468647099e+01
1.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.006115928054299502e+00	4.668069368256692608e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.210077315953570265e+00	0.000000000000000000e+00	1.324185276495263963e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.726562128435134014e-01	0.000000000000000000e+00	1.451627402875158790e+00	1.717090585798106872e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.318300332286287402e-01	8.687662956893644761e-01	2.146067820616506694e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+02
1.900000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.029222124046609732e-01	7.249266501457515943e+00	4.641854354268500349e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.290161187965675360e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.402130301502302112e-01	1.338768263711328232e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.571998826739329003e+00	4.430178511719926604e+00	1.078673962034614853e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.371377845979297350e-01	6.746060124807703673e+00	5.026783542696857676e-01
2.000000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.013963493292008078e-01	1.132333800855442191e-01	4.640362294688504252e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.070670348204949107e+00	5.517729570700101505e+00	3.015100651786878916e-01
2.100000000000000000e+01	-8.454106280193238534e-05	-3.393442622950819713e-04	2.601941747572815693e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.330477274153069323e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.330477274153069323e-01	3.047400811835893619e-01	0.000000000000000000e+00
2.200000000000000000e+01	2.227053140096618439e-03	5.475409836065573202e-04	2.339805825242718702e-03	0.000000000000000000e+00	3.179273635901725542e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.007186333566950509e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.400000000000000000e+01	6.280193236714977090e+00	3.245901639344262346e+00	7.417475728155340509e-01	1.899559764516134674e-01	0.000000000000000000e+00	4.376765287517550007e-01	0.000000000000000000e+00	0.000000000000000000e+00	5.213494686602089256e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.187561859328953418e-01	4.783988595013116130e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.529896768536655904e-01	8.836193064691030274e-01	1.166695427700796595e+00	0.000000000000000000e+00	2.891274157454845062e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.132897966516557720e-01	0.000000000000000000e+00	0.000000000000000000e+00	5.155573117782050740e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.262313294955861309e-01	8.673822472364534075e-01	0.000000000000000000e+00
2.500000000000000000e+01	2.207729468599033851e+01	1.000000000000000000e+01	3.718446601941748142e+00	1.105803281315696607e+00	0.000000000000000000e+00	3.821812959160862277e+00	5.834248833399304779e-01	0.000000000000000000e+00	3.405906425531652459e+00	1.108624208053746685e+01	1.217757780191591621e+01	2.783394681193865239e+00	2.320779084783497925e+00	5.373448135719676166e-01	0.000000000000000000e+00	1.410976264795677837e+00	5.568935107460274425e-01	6.095613888155870796e-01	3.654395304045314208e-01	2.061978161526375197e-01	5.493789056900646450e+00	2.927107814793409091e+00	2.263920402939942456e+00	1.038938709310038888e+01	5.610388452841064133e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.452621382332720534e-01	3.573448600538492226e+00	9.867919662614943466e-01	0.000000000000000000e+00	2.000831904038069986e+00	0.000000000000000000e+00	5.748421819537945510e-01	6.123656516304202269e-01	5.049349607556957942e+00	0.000000000000000000e+00
2.600000000000000000e+01	1.000000000000000000e+02	6.081967213114754145e+01	2.262135922330097415e+01	1.120195261353023142e+01	1.939224627163867254e+01	3.358209798072244467e+01	1.399336115997941654e+01	6.938829453058541930e+00	1.765422407587344011e+01	3.844364927137657872e+01	5.003107474620427553e+01	3.369245341067177435e+01	3.000019417828768198e+01	8.229774467581059127e+00	1.010763907403405426e+01	1.630942696361430677e+01	1.067487950872989977e+01	1.109729170367202222e+01	1.302431814646741692e+01	4.945624696884458160e+00	3.261912882992150031e+01	6.476657194258962136e+00	2.725893690922877699e+00	3.847863363234720424e+01	1.569917450019823946e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.323631378501929134e+00	1.378244953988478905e+01	1.045577040871834917e+01	7.585233186113458537e+00	2.457302013739771240e+01	0.000000000000000000e+00	1.162801737220649478e+01	1.074723989794155798e+01	2.839902306318132830e+01	0.000000000000000000e+00
2.700000000000000000e+01	2.077294685990338063e+00	6.196721311475409522e+01	3.233009708737864685e+01	1.000000000000000000e+02	7.770418320624399655e+01	9.818296000012693980e+01	9.821735178489602447e+01	5.304299267269077944e+01	6.347375878652399450e+01	1.000000000000000000e+02	1.000000000000000000e+02	1.000000000000000000e+02	9.364700965485282325e+01	7.265481878099531343e+01	8.411910213046455453e+01	1.000000000000000000e+02	7.376027340564090196e+01	7.568659475876168585e+01	1.000000000000000000e+02	2.351499736203244950e+01	1.000000000000000000e+02	4.046921995717470466e+00	5.209436261991678974e-01	5.240940121750917058e+01	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.592506227751536585e+01	2.996290075498295380e+01	4.904660281378941988e+01	8.444899212654610210e+01	1.000000000000000000e+02	0.000000000000000000e+00	1.000000000000000000e+02	4.727796894161301111e+01	1.000000000000000000e+02	0.000000000000000000e+00
2.800000000000000000e+01	1.009661835748792313e+00	1.000000000000000000e+02	1.000000000000000000e+02	2.394925473782534198e+01	2.537719152748817919e+01	1.000000000000000000e+02	1.215263866017971139e+01	1.883464574037697048e+01	2.077870550769570457e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.741117703689732821e+01	1.000000000000000000e+02	8.851209121519847400e+00	1.067807504636339466e+01	4.918893679983987077e+00	5.290374193863654817e+00	5.259450602464650792e+00	1.528778257754861158e+01	7.709551068337500368e+00	6.536661498753396415e+01	3.511756963227270045e+00	2.017493787945139516e+01	8.493238579003794086e+00	7.855275079536008320e+01	8.410937042682991205e+01	1.000000000000000000e+02	0.000000000000000000e+00	6.444035896384069595e+00	4.367764998531441734e+00	1.892064868896316909e+01	1.884706760071687270e+01	9.512465501252643207e+01	0.000000000000000000e+00	1.402795605032470050e+01	6.270994577191553532e+01	3.422777812433990263e+00	0.000000000000000000e+00
2.900000000000000000e+01	1.400966183574879446e-02	2.032786885245901676e+00	2.126213592233009919e+01	8.104289472378418679e+01	4.649040769672526352e+01	4.337972977597613777e+01	1.000000000000000000e+02	1.000000000000000000e+02	1.000000000000000000e+02	7.061249772221249543e+01	8.396241388326957633e+01	5.005397208745416293e+01	5.158513080546234875e+01	1.000000000000000000e+02	1.000000000000000000e+02	1.843496444029790382e+01	1.000000000000000000e+02	1.000000000000000000e+02	7.734872062841439799e+01	1.000000000000000000e+02	1.435570653218991133e+00	1.000000000000000000e+02	3.923841586809324866e+01	2.380736889274920287e+01	9.927832854194640788e+01	8.033230938208504313e-01	1.124448462637031465e+00	0.000000000000000000e+00	5.063854292572329996e+01	3.540783570702367200e+01	1.000000000000000000e+02	1.000000000000000000e+02	4.456336492104356495e+01	0.000000000000000000e+00	6.383959908029086705e+01	1.000000000000000000e+02	0.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+01	3.338164251207729766e-03	1.819672131147541047e-02	2.097087378640776834e+01	1.671016571760321145e+00	2.236940044198858918e-02	1.283393388083285958e+00	1.763265971282693911e+00	0.000000000000000000e+00	4.739114146443355047e+00	3.350558738274520998e+00	0.000000000000000000e+00	1.635698330811501178e+00	2.104204450607426669e+00	2.435999521976113247e+00	1.771706689192137585e+00	1.066086871269166014e+00	2.103851337950418010e+00	1.842257478209246235e+00	1.656683937189218359e+00	2.165567616801692630e+00	0.000000000000000000e+00	1.101185962528659523e+00	1.710543174531837129e+00	0.000000000000000000e+00	2.119511724444249623e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.415842777810089492e+00	8.912126632416999428e+00	5.219110982283767797e+00	1.983274466545378312e+00	2.267643344964800356e+00	0.000000000000000000e+00	1.302995064884535870e+00	2.035805981145420773e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.100000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.552840037133004891e+00	1.000000000000000000e+02	0.000000000000000000e+00	2.008380293583793108e+00	0.000000000000000000e+00	3.365274981367941365e+01	3.053060061064003516e+00	7.589353833080592437e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.219705258218015675e+00	0.000000000000000000e+00	1.942856402495275026e+00	3.450687778634965230e+00	3.357364050757497331e+00	5.031952337441512046e-01	5.678518587280527719e-01	0.000000000000000000e+00	2.529607102449674128e-01	9.702675529298270263e+00	2.495190626220730845e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+02	1.000000000000000000e+02	6.114474154084035717e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.200000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.967478166938147810e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.307243817876960534e+00	0.000000000000000000e+00	3.257900272610165793e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.501569800374794372e-01	2.248641560509942738e-01	2.537574293475830522e-01	0.000000000000000000e+00	0.000000000000000000e+00	3.482618247471652162e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.742796684139178875e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.242428172213764087e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.300000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.197933418611439649e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.188675824110272394e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.267883205744693820e-01	1.959136070682924446e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.557512370937545187e-01	2.414144174953195277e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.534894651838712432e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.976304983636557600e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.600000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.448818263665788697e-01	0.000000000000000000e+00	2.225476170070777859e-01	0.000000000000000000e+00	0.000000000000000000e+00	4.771678023869511676e-01	2.324022765798591461e+00	1.387391758334929337e+00	8.103979186174992133e-02	1.216269541167322582e-01	0.000000000000000000e+00	1.536119421279198982e-01	0.000000000000000000e+00	1.459278522533991318e-01	1.597288935317196235e-01	9.575943115046331444e-02	0.000000000000000000e+00	5.182514359411301008e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.477285009157629281e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.621480559947766964e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.627823195476287177e-02	1.323126826384171117e+00	0.000000000000000000e+00
