Time	Acetylene relative uncertainty	Ethylene relative uncertainty	Ethane relative uncertainty	ethanol relative uncertainty
747.187	6.405531767873081	1.13964275109601	0.07102814282499509	2.4744912313789573
751.547	54.82253625931731	11.029071118149133	0.7090089636385316	23.868582235265826
756.016	86.84880333831435	19.526785806127496	1.9672651470467228	22.271467300994228
760.625	76.72457312171552	10.502503366628705	1.610173769047418	7.225009635005773
765.266	77.69953656201596	4.627181584359955	1.1144077999893807	2.5730537412011674
770.078	128.40058827762923	1.892321275238412	0.6021058160371288	0.9351245491599331
775.078	20.330245467799866	0.7069200779672453	0.26838468830215134	0.34646750133756055
780.25	317.8922920469655	0.33369343477219227	0.12235284536402319	0.1474424058676135
785.375	8.83630615571509	0.23058586006201653	0.08436592339742627	0.10028318924344004
790.609	9.861668116561997	0.2177991585966028	0.0788512626886442	0.09276762712744942
796.031	11.930273321543083	0.21703915701971335	0.07818563998500057	0.09137937544163242
801.437	19.90100740138735	0.21749571397184805	0.07820969982190731	0.09111513557489281
806.844	11.58465539996727	0.21534950816569845	0.07832806201051176	0.09106156713708971
812.25	11.040086225536363	0.21530709402882467	0.07849623045248476	0.09103140802683934
817.656	15.507726169256435	0.21606609734480273	0.07828935752864905	0.09053841384373895
823.062	12.320813400944406	0.21574212046145785	0.07848308449612881	0.09079663835779224
828.484	17.696214378074995	0.21586416490538812	0.07826301080646668	0.09039871496802693
833.891	21.99449417080651	0.21658370068247113	0.07839392013041989	0.09034517219716032
839.297	14.462014407055472	0.2147546325702181	0.07825293631405743	0.09057322985597649
844.703	30.237200992923785	0.2159305807191573	0.07859021219437422	0.09065113184596103
850.109	19.792212857399235	0.21562064221529592	0.0783544622375539	0.09024831184931321
855.531	15.157558796069212	0.21490156375971628	0.07829101377310331	0.09031439459558109
860.937	13.28935996605104	0.21456194031869488	0.07827461593899775	0.09031966784129672
866.328	14.468839431921683	0.21507334525729743	0.07833815560118665	0.09025556045242432
871.734	18.47896675147205	0.21513132691953699	0.07831308458982573	0.0901911379482956
877.156	17.48007548608922	0.21551296736461492	0.07838008137716994	0.09010588952010981
882.562	13.119498289996919	0.21530900359607666	0.07875002820817338	0.09041208531899476
887.969	16.510630943132213	0.21525180742224845	0.07854523174646295	0.09038496613939924
893.375	26.199748106130752	0.21595951365869714	0.07846102134059117	0.0900336079619264
898.781	20.768481351360375	0.21579392737209493	0.07873570567584406	0.09043311731441453
904.187	20.019308190812552	0.2155012364714886	0.07882029915242823	0.09055829235902578
909.594	1887.0390112421112	32.61890217420399	14.265026103265406	16.775462054075838
915.0	725.0523100082953	11.506101047789405	4.5825064055610865	177.7235914455957
920.406	87.74697776166985	2.1020853205411036	0.2886187358197578	13.278982526976725
925.297	24.360056806779607	2.1239358106546167	0.25478219047688244	14.18820085253299
929.594	12.192267512177349	1.0499273279948205	0.10671958587128492	27.53611405622312
933.875	16.957687313472913	2.0637223390348596	0.24238105327180925	35.150338814506746
938.297	31.11600156154204	4.35603502122522	0.3198212965186842	17.806334689174754
942.734	152.69321405774556	8.30819483785855	0.47943042478295217	26.57241627692457
947.094	131.07226934936432	24.15405350088847	1.7098624226079173	45.3750243888502
951.594	93.24233868166759	20.042899535514664	1.9445547956565608	26.985894171391212
956.125	147.3231509800557	12.92643760681102	1.7614771000008962	9.650394815403658
960.844	58.77136901778344	5.625466909370161	1.2761767873642587	3.2824346088324345
965.719	87.5652743872602	2.2552872396632266	0.6902434651690224	1.1389545847665925
970.687	37.87721236886555	0.8353597275187016	0.3112261025197661	0.4151327606385422
975.797	43.83739918729173	0.3672671943319071	0.13992093918877602	0.17143869443005205
981.062	5.872264645563785	0.23749508112142226	0.08832909697451682	0.1057351866198293
986.391	12.662729002163092	0.2200382312905213	0.07873163166404466	0.09292790670858725
991.734	13.977210509190519	0.21778337425728675	0.07851266757918955	0.09203194317189964
997.156	11.205282914336808	0.21620443214238583	0.07817820535918582	0.09145396164585293
1002.56	12.890619904874518	0.21596140129761865	0.07814580600270331	0.09125168354337623
1007.97	11.558284614474529	0.21533726014581614	0.07818955348364819	0.09097436349981723
1013.37	15.286340866185297	0.2160493932977495	0.0781892086822315	0.09070541587810463
1018.78	14.221790113056517	0.21578602792465645	0.07825467743139217	0.0905544581170054
1024.2	15.622659920636961	0.21536859511088366	0.07823117247198993	0.09052348743725241
1029.61	14.542380747696594	0.21525440444701935	0.0782642597132623	0.09051837955244763
1035.02	13.47203226769794	0.21487091163879513	0.07825240174494637	0.09043981697262901
1040.42	17.673003889413454	0.21528407068972533	0.07846261589603068	0.09057123070188337
1045.83	13.822334025387587	0.21460709930437666	0.07854000034009928	0.09069241227822258
1051.23	13.915080064427098	0.21442930048670278	0.07836023809786835	0.09045060771487892
1056.66	17.09502768235705	0.21554228665818229	0.0783676387734022	0.09009393028309266
1062.06	11.571206530120884	0.21449245287717358	0.07830088852280875	0.09019165292181637
1067.47	14.87107980010458	0.21490891319175948	0.0782922521736641	0.09011020035852543
1072.87	13.987065069784027	0.2152488256358773	0.07836210886908794	0.09011135458733807
1078.28	14.91906848775226	0.21422182741883813	0.07839466002409418	0.09034478341613031
1083.7	11.197844963437268	0.21459669916777915	0.07841441347000282	0.09018631234792793
1089.11	44.998489163638425	0.21713565520105732	0.07842356553440377	0.08968844378160479
