1.158284714392275083e-24,2.563704154891566170e-24,5.167231172522728561e-23,3.059869554415901276e-23,1.332535249477864796e-24,1.827828188757150395e-26,0.000000000000000000e+00,9.472219192722459323e-28,6.979019277440003195e-24,1.235139937049274761e-23,9.498360493127055788e-23,2.033989863060770480e-22,3.087650391540621158e-22,6.639424810843540204e-23,2.462642896927525579e-23
3.056504396193587479e-11,6.358707495003281905e-11,2.173785843001985396e-10,3.113854986217349747e-10,6.255288398238864199e-12,1.859454467078212671e-13,7.730316323807432846e-15,3.384624985018808389e-14,3.713372356249059956e-11,1.754990732972939752e-10,1.019461581135815886e-09,1.407439889603674584e-09,4.414324012097329254e-09,8.685114853533933024e-10,8.313223960118229362e-10
3.409803219357074386e-11,7.023802552027173666e-11,2.440119052381732936e-10,3.516458123283910728e-10,6.648894729058949675e-12,5.373315359516198495e-13,8.441528847643752721e-14,1.756037803940514005e-14,4.043749574547893620e-11,1.925662202205522291e-10,1.116840980281072316e-09,1.547481931036506557e-09,4.750210440329761108e-09,9.429492835546304600e-10,9.081274968041552110e-10
1.279599553739268084e-11,2.635931641315252672e-11,9.111145254059563755e-11,1.337865856251002569e-10,2.293330212459138575e-12,3.147496172853082791e-13,7.972321020626153251e-14,6.358295525971542961e-15,1.502744035786568572e-11,7.003919320255761417e-11,4.034090308453262944e-10,5.602364024800935592e-10,1.659201263966866065e-09,3.380830417576426160e-10,3.274817362248838452e-10
5.385331786072105173e-12,1.019683573361374106e-11,3.258010922153575443e-11,4.857940187801988117e-11,7.031266669823914173e-13,9.583967546285432171e-13,8.291615683318899321e-14,5.387980391028326938e-14,5.181701849400369465e-12,2.587023407484200250e-11,1.474819439001054835e-10,2.022308789499238874e-10,6.009104885999485857e-10,1.241241286144739730e-10,1.203450815567018069e-10
1.551554916548282498e-12,3.362205313676671478e-12,1.264676777441404489e-11,1.798298417416928788e-11,7.440810629580882243e-13,9.364063821076907500e-13,5.292859305208870874e-14,1.120807680163152981e-13,1.635176211257045959e-12,8.961662516462516879e-12,5.362765947261833398e-11,7.242150690512586486e-11,2.183325224491172280e-10,4.544412965856252573e-11,4.392650941025224298e-11
2.965245284195523028e-13,1.147649053273540535e-12,4.874208473763278163e-12,6.877673218447113921e-12,2.884143343623860590e-13,6.299007493157359425e-13,6.504912735522796313e-14,9.082749321995065800e-14,7.587463500424074320e-13,3.010370014662559337e-12,1.848795658802026183e-11,2.617686126207573785e-11,7.820904741250549095e-11,1.599888730105925683e-11,1.580523962228351544e-11
4.403845739359935019e-13,5.071756369910186355e-13,1.221240455228352795e-12,1.964844788823188353e-12,1.596292751839903157e-13,7.417044040041223219e-13,3.474183200525713038e-14,5.587513069628071675e-14,2.410921785634722473e-13,1.236917704892900984e-12,7.290233892202561717e-12,9.495366295889789664e-12,2.604105679509276140e-11,5.808851754090838716e-12,4.739353183805142347e-12
1.226010372388048179e-13,6.251105477078530266e-14,5.223734237932772596e-13,5.123972944225041697e-13,8.553301091213810818e-14,3.105365370302404022e-13,1.951172827491618742e-14,1.084287135812608613e-14,7.810783723767336445e-14,4.180737190247685390e-13,2.037315372240648062e-12,2.609640008166077434e-12,9.125473399558750270e-12,1.812191583023187335e-12,1.452315380727590787e-12
6.950864646623237288e-14,1.061620606661828050e-13,1.994152975588487096e-13,2.115437369517592525e-13,3.508613192148140466e-13,7.619732216898354134e-13,7.113506661043246327e-14,3.029438258583890166e-14,2.754369302165961774e-14,9.524817654379541940e-14,4.468421673940777873e-13,9.690762728015064200e-13,3.275700233912161853e-12,2.764514884290875563e-13,7.596467468441980634e-13
